insee,libelle1,libelle2,voie_num,voie_type,voie_nom,local,voie,CPBIBLIO,CEDEXB,BP,ville,DEPT,REGION,population_legale
80187,Bibliothèque De La Chaussée Tirancourt,RESEAU DES BIBLIOTHEQUES DE L'OUEST AMIENOIS,,Place,de l'église,,,80310,,,La Chaussée-Tirancourt,80,22,667
80188,Ruralitheque Municipale,DU VAL DE NOYE,22,BIS ROUTE,DE LA FALOISE,,22 BIS ROUTE DE LA FALOISE,80250,,,Chaussoy-Epagny,80,22,591
80204,Mediatheque,,12,RUE,DES LAURIERS,MAIRIE,12 RUE DES LAURIERS,80360,,,Combles,80,22,780
80205,Bibliothèque,,,,,Rue du 11 Novembre,,80890,,,Condé-Folie,80,22,924
80209,Bibliothèque De Contoire,,,,,Rue Bara,,80500,,,Contoire,80,22,438
80211,Bibliotheque Municipale,,,RUE,DES ECOLES,,rue DES ECOLES,80160,,,Conty,80,22,1805
80212,Médiatheque de Corbie,,31 B,RUE,GAMBETTA,Enclos de l'Abbaye,31 B Rue Gambetta,80800,,,Corbie,80,22,6440
80235,Bibliothèque De Dargnies,,,,,,,80570,,,Dargnies,80,22,1346
80236,Bibliothèque De Davenescourt,,,,,,,80500,,,Davenescourt,80,22,518
80240,Bibliothèque De Doingt,,,,,Rue Jules Ferry,,80200,,,Doingt-Flamicourt,80,22,1388
80241,Domart-en-Ponthieu,,,Rue,de la prée,Bibliothèque,,80620,,,Domart-en-Ponthieu,80,22,1179
80248,Bibliothèque Municipale de Dompierre-sur-Authie,,5,RUE,DE LA MAIRIE,,5 RUE DE LA MAIRIE,80150,,,Dompierre-sur-Authie,80,22,425
80253,Mediatheque de Doullens,,42,RUE,JACQUES MOSSION,,42 RUE JACQUES MOSSION,80600,,,Doullens,80,22,7289
80260,Bibliothèque De Drucat,,,,,,,,,,Drucat,80,22,895
80265,Bibliothèque d'Embreville,,,,,,,,,,Embreville,80,22,590
80271,Bibliothèque De Epehy,,,,,,,,,,Épehy,80,22,1232
80290,Bibliothèque De Estrées-Lès-Crécy,,,,,,,,,,Estrées-lès-Crécy,80,22,396
80293,Bibliothèque,,3,rue du haut,,3,3 rue du haut,80500,,,Ételfay,80,22,395
80295,Bibliothèque De Etinehem,,,,,,,,,,Étinehem,80,22,372
80299,Bibliothèque De La Faloise,,,,,,,,,,La Faloise,80,22,224
80303,Bibliothèque De Favières,,,,,,,,,,Favières,80,22,479
80305,Bibliothèque Relai  De Ferrieres,RESEAU DES BIBLIOTHEQUES DE L'OUEST AMIENOIS,,rue,de la libération,,rue de la libération,80470,,,Ferrières,80,22,471
80308,Bibliotheque,,18,RUE,FERDINAND BUISSON,MAIRIE,18 RUE FERDINAND BUISSON,80210,,,Feuquières-en-Vimeu,80,22,2538
80315,Page À Page,,,,,Maire de Flers sur Noye,,80160,,,Flers-sur-Noye,80,22,436
80318,Mediatheque De Flixecourt,RESEAU DES BIBLIOTHEQUES CC DU VAL DE NIEVRE,,rue,de la Catiche,,rue de la Catiche,80420,,,Flixecourt,80,22,3311
80321,Bibliothéque De Folleville,,2,rue,St Vincent,,2 rue St Vincent,80250,,,Folleville,80,22,152
80328,Bibliothèque De Fontaine-Sur-Somme,,,,,,,,,,Fontaine-sur-Somme,80,22,549
80360,Bibliothèque De Fressenneville,,,,,,,,,,Fressenneville,80,22,2285
80362,Bibliothèque De Frettemeule,,,,,,,,,,Frettemeule,80,22,299
80368,Bibliotheque Municipale,,12,RUE,HENRI BARBUSSE,CENTRE CULTUREL FRANCOIS MITTERRAND,12 RUE HENRI BARBUSSE,80130,,,Friville-Escarbotin,80,22,4724
80373,Bibliotheque Municipale,,1,impasse,Georges Roger,,1 impasse Georges Roger,80220,,,Gamaches,80,22,2892
80375,Bibliothèque De Gauville,,,,,,,,,,Gauville,80,22,388
80376,Depot Municipal De Gentelles,,,,,,,,,,Gentelles,80,22,561
80377,Bibliothèque de Gézaincourt,,,,,Rue Neuve,12,80600,,,Gézaincourt,80,22,412
80392,Bibliothèque De Grouches-Luchuel,RESEAU DES BIBLIOTHEQUES CC DU DOULLENNAIS,1,rue,de la Mairie,rue de la Mairie,,80600,,,Grouches-Luchuel,80,22,611
80406,Bibliothèque Municipale,,18,RUE,SAINT DENIS,,18 RUE SAINT DENIS,80490,,,Hallencourt,80,22,1417
80408,Bibliotheque D'halloy-Les-Pernois,RESEAU DES BIBLIOTHEQUES CC DU VAL DE NIEVRE,2,rue,du bout de la ville,,,80670,,,Halloy-lès-Pernois,80,22,363
80412,Bcd d'Hamelet Vaux sur Somme Vaire sous Corbie Le Hamel,,41,rue,Françoise Deroussen,,,80800,,,Hamelet,80,22,527
80415,Bibliothèque Municipale Hangest-En-Santerre,,,Rue,Paul LAURAIN,,,80134,,,Hangest-en-Santerre,80,22,1039
80416,Bibliotheque D'hangest Sur Somme,RESEAU DES BIBLIOTHEQUES DE L'OUEST AMIENOIS,13 rue,,,d'Airaines,13 rue d'Airaines,80310,,,Hangest-sur-Somme,80,22,709
80422,Bibliothèque De Hautvillers-Ouville,,,,,,,,,,Hautvillers-Ouville,80,22,561
80423,Bibliotheque d'Havernas,RESEAU DES BIBLIOTHEQUES CC DU VAL DE NIEVRE,1,rue,de la Bassée,,,80670,,,Havernas,80,22,431
80442,Bibliothèque De Hombleux,,,,,,,,,,Hombleux,80,22,1113
80443,Bibliotheque D'hornoy-Le-Bourg,,,,,,,,,,Hornoy-le-Bourg,80,22,1694
80446,Bibliothèque De Huppy,,,Place,général de Gaulle,,,80140,,,Huppy,80,22,832
80464,Bibliothèque De Lanchères,,,,,,,,,,Lanchères,80,22,1010
80479,Point Lecture Municipal,,,,,,,,,,Lignières-Châtelain,80,22,343
80484,Bibliothèque De Liomer,,,,,,,80430,,,Liomer,80,22,417
80485,Bibliothèque De Loeuilly,,,,,,,,,,Loeuilly,80,22,849
80486,Bibliothèque De Long,,,,,,,,,,Long,80,22,654
80488,Bibliothèque de Longpre-Les-Corps-Saints,RESEAU INTERCOMMUNAL CC DE LA REGION D'HALLENCOURT,,,,Grande Rue,,80510,,,Longpré-les-Corps-Saints,80,22,1695
80495,Bibliothèque de Lucheux,RESEAU DES BIBLIOTHEQUES CC DU DOULLENNAIS,,rue,J.B. Delecloy,,,80600,,,Lucheux,80,22,632
80496,Bibliothèque De Machiel,,,,,,,,,,Machiel,80,22,171
80498,Bibliothèque De Mailly-Maillet,,,,,,,,,,Mailly-Maillet,80,22,618
80507,Point Lecture Municipal,,,,,,,,,,Marcelcave,80,22,1097
80512,Bibliothèque De Mareuil-Caubert,,,,,,,,,,Mareuil-Caubert,80,22,1017
80533,Mediatheque Municipale,ESPACE JACQUES PREVERT,,RUE,PAUL DOUMER,,RUE PAUL DOUMER,80350,,,Mers-les-Bains,80,22,2963
80554,Bibliotheque Municipale,,,,,MAIRIE,,80540,,,Molliens-Dreuil,80,22,827
80555,Bibliotheque Municipale,,13,,GRANDE RUE,MAIRIE,13   GRANDE RUE,80200,,,Monchy-Lagache,80,22,709
80558,Bibliothèque Municipale De Monsures,,,rue,de la Belle Croix,,,80160,,,Monsures,80,22,240
80561,Bibliotheque Municipale,,,PLACE,DU GENERAL DE GAULLE,,PLACE DU GENERAL DE GAULLE,80500,,,Montdidier,80,22,6230
80570,Bibliotheque Municipale,,2,RUE,GAMBETTA,,2 RUE GAMBETTA,80110,,,Moreuil,80,22,4066
80578,Bcd De Moyenneville,,,,,La Place,,80700,,,Moyenneville,80,22,700
80579,Bibliothèque De Muille-Villette,,,,,,,,,,Muille-Villette,80,22,848
80584,Bibliotheque De Naours,,,,rue de l'église,,rue de l'église,80260,,,Naours,80,22,1146
80585,Mediatheque Georges Brassens,,,RUE,D'ENFER,MAIRIE,RUE D'ENFER,80190,,,Nesle,80,22,2511
80597,Bibliothèque De Nibas,,,,,,32 Route de NIBAS SAUCOURT,,,,Nibas,80,22,854
80598,Bibliothèque De Nouvion,,,rue,de la Mairie,,rue de la Mairie,80860,,,Nouvion,80,22,1306
80600,Bibliotheque Noyelles Sur Mer,DEPOT BIBLIOBUS,2 BIS,RUE,DU GENERAL DE GAULLE,,2 BIS RUE DU GENERAL DE GAULLE,80860,,,Noyelles-sur-Mer,80,22,780
80606,Médiathèque Intercommunale De Oisemont,,8,rue,de la Commanderie,,8   rue de la Commanderie,80140,,,Oisemont,80,22,1251
80608,Bibliothèque De Omiécourt,,,,,,,,,,Omiécourt,80,22,246
80611,Bibliothèque De Oresmaux,,,,,,,,,,Oresmaux,80,22,848
80613,Bibliothèque De Oust-Marest,,,,,,,,,,Oust-Marest,80,22,655
80614,Bibliothèque d'Outrebois,RESEAU DES BIBLIOTHEQUES CC DU DOULLENNAIS,,,,Mairie d'Outrebois,1   place du Gl de Gaulle,80600,,,Outrebois,80,22,319
80619,Médiathèque De Pernois,,,RUE,D'EN BAS,,RUE D'EN BAS,80670,,,Pernois,80,22,733
80620,Bibliotheque Municipale,,3,PLACE,LOUIS DAUDRE,,3 PLACE LOUIS DAUDRE,80201,CEDEX,BP 45,Péronne,80,22,8238
80622,Bibliothèque De Picquigny,RESEAU DES BIBLIOTHEQUES DE L'OUEST AMIENOIS,71,rue,Jean-Jacques Rousseau,,71 rue,80310,,,Picquigny,80,22,1369
80627,Bibliothèque De Plachy-Buyon,,,,,,,,,,Plachy-Buyon,80,22,911
80630,Bibliothèque De Poix De Picardie,,26,rue,du viaduc,,26 rue du viaduc,80290,,,Poix-de-Picardie,80,22,2416
80634,Bibliothèque De Pont-Noyelles,,,,,,,,,,Pont-Noyelles,80,22,765
80635,Bibliothèque De Pont-Remy,,,,,,,,,,Pont-Remy,80,22,1436
80649,Bibliothèque De Quend,,1,rue,de la mairie,Mairie de Quend,1 rue de la mairie,80120,,,Quend,80,22,1420
80654,Bibliothèque de Quesnoy-Le-Montant,,1,PLACE,DE LA MAIRIE,Mairie,1 PLACE DE LA MAIRIE NC,80132,,,Quesnoy-le-Montant,80,22,595
80656,Mediatheque De Quevauvillers,,32,rue,Sainneville,,32 rue sainneville,80710,,,Quevauvillers,80,22,1117
80657,Bibliothèque De Quiry-Le-Sec,,,,,,,,,,Quiry-le-Sec,80,22,320
80659,Bibliothèque De Raincheval,,28,rue,Principale,,28 rue Principale,80600,,,Raincheval,80,22,294
80667,Bibliothèque de Rémaugies,,,Grande Rue,,,Grande Rue,80500,,,Remaugies,80,22,121
80671,Mediatheque De Ribeaucourt,,8 ter,RUE,DE L'EGLISE,,8 TER RUE DE L'EGLISE,80620,,,Ribeaucourt,80,22,244
80672,Bibliothèque de Ribemont sur Ancre,,27,rue,Roger Léger,,,80800,,,Ribemont-sur-Ancre,80,22,619
80677,Mediatheque Municipale,FRANCOIS MITTERRAND,13,RUE,PIERRE CURIE,,13 RUE PIERRE CURIE,80240,,,Roisel,80,22,1817
80678,Bibliothèque De Rollot,,,,,,,,,,Rollot,80,22,792
80679,Bibliothèque De Ronssoy,,,,,,,,,,Ronssoy,80,22,582
80680,Mediatheque Intercommunale,RAOUL FOLLEREAU,,PLACE,FALIZE,,PLACE FALIZE,80170,,,Rosières-en-Santerre,80,22,2994
80685,Bibliotheque Municipale,,7,BOULEVARD,DU GENERAL LECLERC,,7 BOULEVARD DU GENERAL LECLERC,80700,,,Roye,80,22,6357
80688,Bibliotheque Municipale,Charles Deloge,1,RUE,DES SOUFFLETS,,1 RUE DES SOUFFLETS,80120,,,Rue,80,22,3244
80692,Bibliotheque Municipale,,Rue,,Léopold Louchard,ESPACE CLAIRE LECUYER,Rue   Léopold Louchard,80970,,,Sailly-Flibeaucourt,80,22,1016
80695,Bibliothèque De Sailly-Saillisel,,,,,,,,,,Sailly-Saillisel,80,22,500
80698,Bibliothèque De Saint-Aubin-Montenoy,,,,,,,,,,Saint-Aubin-Montenoy,80,22,229
80700,Bibliothèque De Saint-Blimont,,,,,,,,,,Saint-Blimont,80,22,960
80704,Bcd De Saint Gratien,,,rue,du chemin des haies,,rue du chemin des haies,,,,Saint-Gratien,80,22,375
80706,Médiathèque Saint Léger Les Domart,RESEAU DES BIBLIOTHEQUES CC DU VAL DE NIEVRE,1 bis,rue de la gare,,,1 bis rue de la gare,80780,,,Saint-Léger-lès-Domart,80,22,1891
80711,Bibliotheque De Saint Ouen,,3,PLACE,JEAN CATELAS,,3 PLACE JEAN CATELAS,80610,,,Saint-Ouen,80,22,2036
80714,Bibliothèque De Saint-Quentin-La-Motte-Croix-Au-Bailly,,,,,,,,,,Saint-Quentin-la-Motte-Croix-au-Bailly,80,22,1348
80716,Bibliothèque Départementale Annexe De La Somme,,,Place de l'Eglise,,,Place de l'Eglise,80135,,,Saint-Riquier,80,22,1284
80721,Bibliothèque De Saint-Valery-Sur-Somme,,,,,,,,,,Saint-Valery-sur-Somme,80,22,2796
80735,Bibliothèque,,3 rue,,,de l'église,3 rue,80540,,,Seux,80,22,165
80738,Point Lecture De Soues,RESEAU DES BIBLIOTHEQUES DE L'OUEST AMIENOIS,,Place,Emilienne Derycke,,,80310,,,Soues,80,22,149
80746,Bibliothèque De Talmas,,,,,,,,,,Talmas,80,22,1095
80749,Bibliothèque de Terramesnil,RESEAU DES BIBLIOTHEQUES CC DU DOULLENNAIS,48,,grande rue,Grande Rue,,80600,,,Terramesnil,80,22,283
80762,Bibliothèque De Tincourt-Boucly,,,,,,,,,,Tincourt-Boucly,80,22,387
80765,Bibliothèque De Tours-En-Vimeu,,,,,,,,,,Tours-en-Vimeu,80,22,888
80766,Bibliothèque De Toutencourt,,,,,,,,,,Toutencourt,80,22,533
80775,Bibliothèque De Valines,,,,,,,,,,Valines,80,22,652
80780,Bibliothèque De Vaudricourt,,,,,,,,,,Vaudricourt,80,22,414
80785,Bibliothèque de Vecquemont,,4,allée,des Oeillets,,4 allée des Oeillets,80800,,,Vecquemont,80,22,557
80793,Mediatheque De Vignacourt Jean-Michel Uri,RESEAU DES BIBLIOTHEQUES CC DU VAL DE NIEVRE,84,RUE,LEON THUILLIER,,84 RUE LEON THUILLIER,80650,,,Vignacourt,80,22,2412
80798,BIBLIOTHEQUE DE VILLERS BOCAGE,,5,RUE,DU 14 JUILLET,,ROUTE DE MONTOVILLERS,80260,,,Villers-Bocage,80,22,1533
80798,Bibliothèque,,5,rue,14 juillet,,5 rue 14 juillet,,,,Villers-Bocage,80,22,1522
80815,Bibliothèque De Vron,,,,,,,,,,Vron,80,22,871
80826,Bibliothèque De Woignarue,,44,rue,de la mairie,,,80460,,,Woignarue,80,22,843
80827,Bibliothèque De Woincourt,,,,,,,,,,Woincourt,80,22,1443
80834,Bibliothèque De Yzengremer,,,,,,,,,,Yzengremer,80,22,606
81003,Mediatheque Municipale,,16,AVENUE,D'ALBI,GROUPE SCOLAIRE,16 AVENUE D'ALBI,81250,,,Alban,81,73,1029
81018,Bibliotheque Municipale,,,RUE,ALBERT LARROQUE,,RUE ALBERT LARROQUE,81160,,,Arthès,81,73,2545
81021,Mediatheque Municipale,Claude Nougaro,,Avenue,du Grand Pont,Espace Nougaro,AVENUE du Grand Pont,81200,,,Aussillon,81,73,6456
81033,Bibliotheque Municipale,,,PLACE,JEAN-BAPTISTE HERAL,,PLACE JEAN-BAPTISTE HERAL,81400,,,Blaye-les-Mines,81,73,3234
81060,Médiathèque Municipale,,24,AVENUE,BOULOC TORCATIS,CENTRE CULTUREL,24 AVENUE BOULOC TORCATIS,81400,,,Carmaux,81,73,10196
81065,Bibliotheque Municipale,,2,AVENUE DU SIDOBRE,,,2 AVENUE DU SIDOBRE,81100,,,Castres,81,73,43884
81069,Mediatheque Du Pays Cordais,,40,,GRAND'RUE DE L'HORLOGE,,40   GRAND'RUE DE L'HORLOGE,81170,,BP 40,Cordes-sur-Ciel,81,73,1041
81099,Mediatheque Intercommunale Tarn & Dadou,COMMUNAUTE DE COMMUNES TARN ET DADOU,BP 80133,LE NAY - TECOU,,LE NAY,BP 80133 LE NAY - TECOU,81604,,,Gaillac,81,73,13908
81124,Bibliotheque Municipale,,3,RUE,DU BIARNES,MAISON FREZOULS,3 RUE DU BIARNES,81230,,,Lacaune,81,73,2649
81139,Mediatheque Municipale,,,,LE THERON,GROUPE SCOLAIRE J-L ETIENNE,LE THERON,81440,,,Lautrec,81,73,1814
81140,Mediatheque,GUIRAUDE DE LAURAC,1,RUE,JOUXAYGUES,,1 RUE JOUXAYGUES,81500,,,Lavaur,81,73,10671
81163,Médiathèque Municipale,,1,place,du Marechal Leclerc,Espace Apollo,,81200,,,Mazamet,81,73,10557
81182,Bibliotheque Municipale,bibliotheque municipale,12,grand rue,GRAND'RUE,montredon labessonnie,12 grand rue GRAND'RUE,81360,,,Montredon-Labessonnié,81,73,2122
81192,Bibliotheque-Mediatheque Municipale,,,,,MAIRIE,,81320,,,Murat-sur-Vèbre,81,73,869
81201,Mediatheque Centre De Ressources,CANTONAL JOSEPH DECUQ,2,rue,Eustache Beaumarchais,,2 rue Eustache Beaumarchais,81190,,,Pampelonne,81,73,796
81219,Bibliotheque Municipale,,1,RUE,DE LA MAIRIE,,RUE DE LA MAIRIE,81700,,,Puylaurens,81,73,3330
81220,Bibliotheque Intercommunale Du Rabastinois,RABASTENS,17,RUE,PAUL ET GEORGES GOUZY,,17 RUE PAUL ET GEORGES GOUZY,81800,,,Rabastens,81,73,5216
81244,Bibliotheque Municipale,FOYER CULTUREL LOUISE MICHEL,,,FONTGRANDE,ESPLANADE DES ECOLES,FONTGRANDE,81400,,,Saint-Benoît-de-Carmaux,81,73,2186
81266,Mediatheque Intercommunale,DU PAYS D'AGOUT,,,,GROUPE SCOLAIRE ODETTE ET GASTON VEDEL,,81220,,,Saint-Paul-Cap-de-Joux,81,73,1096
81271,Mediatheque Municipale,LA BASTIDE,3,RUE,JEAN-BAPTISTE PICART,,3 RUE JEAN-BAPTISTE PICART,81370,,,Saint-Sulpice,81,73,8420
81308,Médiathèque Intercommunale Val81,,28,,,Grand'Rue,28,81340,,,Valence-d'Albigeois,81,73,1343
81309,Mediatheque Intercommunale,NOEL RICHARD,,,,MAISON COMMUNE,,81140,,,Vaour,81,73,339
81317,Mediatheque Jean Jaures,,13,AVENUE,DE MOUZIEYS,,13 AVENUE DE MOUZIEYS,81430,,,Villefranche-d'Albigeois,81,73,1200
82008,Bibliotheque Municipale,,,,,LE SENAT,,82340,,,Auvillar,82,73,1014
82013,Bibliotheque Municipale,,3,RUE,PIERRE FERMAT,,3 RUE PIERRE FERMAT,82500,,,Beaumont-de-Lomagne,82,73,4139
82019,Bibliothèque De Boudou,,,,,,,82200,,,Boudou,82,73,715
82025,Bibliotheque Municipale,Impasse des écoles,,,,MAIRIE,,82710,,,Bressols,82,73,3688
82031,Bibliotheque Municipale,,2,Chemin,De ronde,,2 Chemin De ronde,82210,,,Castelmayran,82,73,1154
82032,Bibliotheque Municipale,,,PLACE,DE LA LIBERTE,MAIRIE,PLACE DE LA LIBERTE,82400,,,Castelsagrat,82,73,561
82033,MEDIATHEQUE MUNICIPALE,,1,RUE,DU COLLEGE,,1 RUE DU COLLEGE,82100,,,Castelsarrasin,82,73,13539
82037,Réseau Intercommunal Du Quercy Caussadais,,264,route,de Treilhou,Communauté de Communes du Quercy Caussadais,264 route de Treilhou,82300,,,Caussade,82,73,6855
82042,Mediatheque Municipale,,,,,VICARIA,,82110,,,Cazes-Mondenard,82,73,1250
82044,Bibliotheque Municipale,,3,PLACE,PAUL POINT,,3 PLACE PAUL POINT,82370,,,Corbarieu,82,73,1690
82045,Mediatheque De Cordes-Tolosannes,,4,,Rue de l'Eglise,,,82700,,,Cordes-Tolosannes,82,73,299
82049,Bibliothèque De Donzac,,,rue de la couturière,,,rue de la couturière,82340,,,Donzac,82,73,1051
82050,Bibliothèque De Dunes,,,,,,,,,,Dunes,82,73,1204
82054,Bibliothèque De Espalais,,,,,,,,,,Espalais,82,73,422
82059,Bibliothèque De Faudoas,,,,,,,,,,Faudoas,82,73,304
82063,,,,,,,,,,,Garganvillar,82,73,654
82079,Médiathèque Intercommunale de Labastide Saint Pierre,,17,RUE,Pasteur,,17 RUE Pasteur,82370,,,Labastide-Saint-Pierre,82,73,3809
82080,Bibliothèque De Labastide-Du-Temple,,7,grand rue,,,7 grand rue,82100,,,Labastide-du-Temple,82,73,1130
82084,Bibliothèque De Lacour,,,,,,,,,,Lacour,82,73,179
82087,Centre Culturel Intercommunal Sud Quercy Lafrancaise,,13,,,Place de la halle,13,82130,,,Lafrançaise,82,73,2975
82089,Mediatheque Municipale,,,PLACE,DU 14 JUILLET,,PLACE DU 14 JUILLET,82360,,,Lamagistère,82,73,1154
82094,Mediatheque Intercommunale Pierre Sourbie,MTR de LAUZERTE,29,,Rue de la Garrigue,,29   Rue de la Garrigue,82110,,,Lauzerte,82,73,1532
82096,Bibliothèque De La Ville-Dieu-Du-Temple,,,,,,,,,,La Ville-Dieu-du-Temple,82,73,3009
82097,Bibliothèque Municipale Lavit,,,,,MAIRIE,,82120,,,Lavit,82,73,1543
82101,Bibliothèque De Malause,,,,,Mairie,,82200,,,Malause,82,73,1117
82104,Bibliothèque Municipale De Marsac 82,NC,NC,,NC,NC,,82120,NC,,Marsac,82,73,173
82108,Bibliotheque Municipale,,,PLACE,DU 8 MAI 1945,,PLACE DU 8 MAI 1945,82290,,,Meauzac,82,73,1255
82112,Bibliotheque Municipale,,,BOULEVARD,LEON CLADEL,ESPACE CULTUREL PROSPER MERIMEE,BOULEVARD LEON CLADEL,82200,,,Moissac,82,73,12811
82115,Bibliotheque Municipale,,,PLACE,DES CAPITOULS,,PLACE DES CAPITOULS,82230,,,Monclar-de-Quercy,82,73,1851
82117,BIBLIOTHEQUE,,25,RUE,SOUS LES GRANGES,,25 RUE SOUS LES GRANGES,82150,,,Montaigu-de-Quercy,82,73,1424
82121,"Mémo, Médiathèque de Montauban",,2,rue,Jean Carmet,,2 rue Jean Carmet,82000,,,Montauban,82,73,58205
82124,Bibliothèque De Montbeton,,,,,,,,,,Montbeton,82,73,3638
82125,Reseau De Lecture Publique Cc Garonne Et Canal,,8,RUE,DE LA MOUSCANE - BP2,,8 RUE DE LA MOUSCANE - BP2,82700,,,Montech,82,73,5911
82134,Médiathèque De Negrepelisse,,200,rue,de la piscine,,200 rue de la piscine,82800,,,Nègrepelisse,82,73,5341
82141,Bibliothèque Municipale De Pommevic,,2,,,Place de la Mairie,2,82400,,,Pommevic,82,73,601
82151,Bibliotheque Municipale,,,,,MAIRIE,,82150,,,Roquecor,82,73,433
82155,Reseau De Lecture Publique,Communauté de Communes Quercy Rouergue et Gorges de l'Aveyro,23,PLACE,DE LA MAIRIE,,23 PLACE DE LA MAIRIE,82140,,30,Saint-Antonin-Noble-Val,82,73,1944
82167,Médiathèque De Saint-Nauphary,,28,Rue,des Ecoles,,28 rue des écoles,82370,,,Saint-Nauphary,82,73,1774
82169,Mediatheque Publique,,1,RUE,DES ECOLES,,1 RUE DES ECOLES,82210,,,Saint-Nicolas-de-la-Grave,82,73,2200
82171,Bibliothèque De Saint-Porquier,,,,,,17 rue sainte-catherine,,,,Saint-Porquier,82,73,1430
82173,Bibliothèque De Saint-Sardos,,4,rue pasteur,,,rue pasteur,82600,,,Saint-Sardos,82,73,919
82178,Bibliothèque De Savenès,,,,,,,,,,Savenès,82,73,772
82186,Mediatheque Municipale,ADRIENNE CHAIX,,RUE,DE CLUZEL,,RUE DE CLUZEL,82400,,,Valence,82,73,5320
82190,Mediatheque Municipale,,11,RUE,CLEMENCE ISAURE,,11 RUE CLEMENCE ISAURE,82600,,,Verdun-sur-Garonne,82,73,4317
82195,Bibliothèque De Villemade,,,,,,rue de la mairie,,,,Villemade,82,73,724
83001,Médiathèque Municipale,,,RUE,DU FOUR,,RUE DU FOUR,83600,,,Les Adrets-de-l'Estérel,83,93,2713
83007,Bibliotheque Municipale,,,PLACE,DU GENDARME DUCHATEL,,PLACE DU GENDARME DUCHATEL,83630,,,Aups,83,93,2159
83009,Mediatheque De Bandol,ESPACE CULTUREL PAUL RICARD,11,RUE,DES ECOLES,BP 14,11 RUE DES ECOLES,83150,,BP 78,Bandol,83,93,7781
83012,Bibliothèque Municipale Edouard Michel,,33 bis,Boulevard,Grisolle,,,83670,,,Barjols,83,93,3120
83016,Bibliotheque Municipale,,,rue,de l'Egalité,Maison des Arts,rue de l'Egalité,83330,,,Le Beausset,83,93,9244
83021,Mediatheque Municipale De Bras,,,ROUTE,DE BRIGNOLES,,ROUTE DE BRIGNOLES,83149,,,Bras,83,93,2557
83023,Mediatheque Municipale,,,PLACE,CHARLES DE GAULLE,,PLACE CHARLES DE GAULLE,83170,,,Brignoles,83,93,16522
83026,Bibliothèque municipale,,,,,,,,,,Cabasse,83,93,2001
83027,Bibliotheque Municipale,,,PLACE,EMILE PREBOIST,MAIRIE DE LA CADIERE,PLACE EMILE PREBOIST,83740,,,La Cadière-d'Azur,83,93,5494
83029,Mediatheque De Callian,,1,chemin,De  Goerg,,rue des Caïs DES TILLEULS,83440,,,Callian,83,93,3356
83031,Mediatheque Municipale,,,AVENUE,DE LA IV REPUBLIQUE,,AVENUE DE LA IV REPUBLIQUE,83340,,BP 31,Le Cannet-des-Maures,83,93,4182
83032,Mediatheque Municipale,,,PLACE,DU VIEUX MOULIN A HUILE,PLACE DU VIEUX MOULIN A HUILE,PLACE DU VIEUX MOULIN A HUILE,83570,,,Carcès,83,93,3419
83033,Bibliothèque de Carnoules,,103,rue,Paul Landrin,,rue Paul Landrin,83660,,,Carnoules,83,93,3359
83034,MEDIATHEQUE MUNICIPALE,AUGUSTIN THIERRY,,PLACE,DE LA REPUBLIQUE,,PLACE DE LA REPUBLIQUE,83320,,,Carqueiranne,83,93,10076
83036,Mediatheque Municipale de Cavalaire,,355,RUE,DU PORT,,355 RUE DU PORT,83240,,BP 30,Cavalaire-sur-Mer,83,93,7083
83042,Mediatheque Municipale,,44,Rue Marceau,DE LA LIBERTE,,44 Rue Marceau DE LA LIBERTE,83310,,,Cogolin,83,93,11282
83045,Bibliotheque Municipale,MAIRIE,5,place général de gau,,,5 place général de gau,83570,,,Correns,83,93,879
83046,Bibliotheque Municipale De Cotignac,,2,RUE,BONAVENTURE,,2 RUE BONAVENTURE,83570,,,Cotignac,83,93,2322
83050,Médiathèque d'agglomération,RESEAU DES MEDIATHEQUES DE L'AGGLOMERATION DRACENOISE,660,BD,John Kennedy,Pôle Culturel Chabran,SQUARE MOZART,83300,,,Draguignan,83,93,38357
83051,Bibliothèque de Collobrieres,,1,place,Libération,hôtel de ville,Place LIBERATION,83610,,,Entrecasteaux,83,93,1102
83051,BM Entrecasteaux,,6,,montée du Collet,,,83570,,,Entrecasteaux,83,93,1076
83052,,,,,,,,,,,Esparron,83,93,339
83054,Médiathèque Eurêka,,23,chemin du Partègal,DE LA LIBERTE,MAIRIE,23 chemin du Partègal DE LA LIBERTE,83210,,,La Farlède,83,93,8720
83055,Médiathèque Municipale,Fayence,,BOULEVARD,GAMBETTA,HOTEL DE VILLE,BOULEVARD GAMBETTA,83440,,,Fayence,83,93,5378
83057,Bibliothèque de Flassans,,,,,,,,,,Flassans-sur-Issole,83,93,3180
83059,Bibliotheque Municipale,,5,avenue,de la Libération,MAIRIE,5 avenue de la Libération,83136,,,Forcalqueiret,83,93,2583
83060,Bibliotheque Municipale,,,,La Breguiere,MAIRIE,LA BREGUIERE,83670,,,Fox-Amphoux,83,93,471
83061,Mediatheque Villa-Marie,,447,avenue,Aristide BRIAND,VILLA MARIE,447 avenue Aristide BRIAND,83600,,,Fréjus,83,93,53069
83062,Mediatheque Municipale,LOUIS ARAGON,1,RUE CHARLES SANDRO,,BP121,RUE CHARLES SANDRO,83957,CEDEX,BP 121,La Garde,83,93,25972
83063,Bibliothèque de La Garde-Freinet,A-M Saville,3,place,du Baou,,3 place du Baou,83680,,,La Garde-Freinet,83,93,1796
