insee,libelle1,libelle2,voie_num,voie_type,voie_nom,local,voie,CPBIBLIO,CEDEXB,BP,ville,DEPT,REGION,population_legale
01004,Médiathèque Municipale,La Grenette,10,rue,Amédée Bonnet,,10 rue Amédée Bonnet,01500,,,Ambérieu-en-Bugey,01,82,14347
01005,Bibliotheque Municipale D'amberieux En Dombes,,2,route,du Gouverneur,,2 route du Gouverneur,01330,,,Ambérieux-en-Dombes,01,82,1620
01007,Bibliotheque Muncipale,,2,RUE,DES RUETTES,,RUE DES RUETTES,01500,,,Ambronay,01,82,2484
01008,Bibliotheque D'ambutrix,,9,ROUTE,DE TERNANT,,9 ROUTE DE TERNANT,01500,,,Ambutrix,01,82,752
01010,Bibliotheque Municipale,,,RUE,DES ECOLES,,RUE DES ECOLES,01350,,,Anglefort,01,82,1046
01012,bibliothèque municipale,,,Place,de la Mairie,Mairie,,01110,,,Aranc,01,82,314
01014,Bibliotèque D'arbent,Centre social et culturel d'Arbent,1400,Avenue,Général Andrea,,1400 Avenue Général Andrea,01100,,,Arbent,01,82,3585
01017,Bibliotheque Municipale,,,RUE,DE L'USINE,,RUE DE L'USINE,01230,,,Argis,01,82,429
01021,Bibliothèque Municipale,,,RUE,JEAN-MARIE VIANNEY,,363 RUE JEAN-MARIE VIANNEY,01480,,,Ars-sur-Formans,01,82,1398
01022,Bibliothèque Municipale D'artemare,,19,rue,de la Croix Rousse,Résidence d'Yon,19 rue de la Croix Rousse,01510,,,Artemare,01,82,1180
01024,Bibliiotheque Municipale D'attignat,,317,RUE,DE L'EGLISE,,317 RUE DE L'EGLISE,01340,,,Attignat,01,82,3071
01025,Médiathèque municipale,Le trait d'union,48,PLACE,DU VILLAGE,,48 PLACE DU VILLAGE,01380,,,Bâgé-la-Ville,01,82,3210
01026,Bibliotheque Municipale,,20,RUE,CONDAMNALE,,20 rue Condamnale,01380,,,Bâgé-le-Châtel,01,82,861
01027,Bibliothèque Municipale,,1,,Place de la Mairie,,1   Place de la Mairie,01360,,,Balan,01,82,2600
01029,Bibliothèque Beaupont Domsure,,220,rue principale,,Le bourg,200 RUE PRINCIPALE,01270,,,Beaupont,01,82,655
01030,Bibliothèque Municipale,,120,Rue,Jules Ferry,,Rue Jules Ferry,01480,,,Beauregard,01,82,883
01032,Bibliotheque Communale,,2343,ROUTE,DAUPHINE,,2343 ROUTE DAUPHINE,01360,,,Béligneux,01,82,3118
01033,Mediatheque Louis Miraillet,,8,,PLACE CHARLES DE GAULLE,PASSERELLE DES ARTS,PLACE CHARLES DE GAULLE,01202,,,Bellegarde-sur-Valserine,01,82,11990
01034,Médiathèque Municipale,,,RUE,DES CORDELIERS,PALAIS EPISCOPAL,RUE DES CORDELIERS,01300,,,Belley,01,82,9177
01036,Les Amis De La bibliothèque De Belmont- Luthézieu,,,,,Mairie,,01260,,,Belmont-Luthézieu,01,82,542
01038,Bibliothèque Municipale,,,,,Mairie. Le bourg,,01370,,,Bény,01,82,734
01040,Bibliotheque De Bereziat,,,,,LE BOURG,,01340,,,Béréziat,01,82,456
01043,Bibliotheque De Beynost,,355,CHEMIN,DU MONDEROUX,VILLA MONDEROUX,355 CHEMIN DU MONDEROUX,01700,,,Beynost,01,82,4566
01046,Bibliotheque Avenir De Biziat,,,,,71 Route des Rutets,,01290,,,Biziat,01,82,821
01047,Bibliotheque Municipale,,,,,LE PRIEURE,,01150,,,Blyes,01,82,921
01049,Bibliotheque Communale,,358,RUE,JOSEPH GUINET,,358 RUE JOSEPH GUINET,01120,,,La Boisse,01,82,2964
01053,Mediatheque E. & R. Vailland,,1,RUE DU MOULIN,DE BROU,,1 RUE DU MOULIN DE BROU,01000,,,Bourg-en-Bresse,01,82,41896
01054,Bibliotheque Municipale,,,Place,de la Mairie,Place de la Mairie,Place de la Mairie,01800,,,Bourg-Saint-Christophe,01,82,1246
01057,Bibliotheque Municipale,rue de la Gare,,place,de la Mairie,MAIRIE,,01190,,,Boz,01,82,501
01058,Mediatheque Municipale de Bregnier-Cordon,Cité Intercommunale de l'Enfant,,PLACE,DES SPORTS,,PLACE DES SPORTS,01300,,,Brégnier-Cordon,01,82,886
01060,Espace Livres Brenod,,,rue,principale,MAIRIE DE BRENOD,,01110,,,Brénod,01,82,560
01061,Bibliotheque,,454,RUE,DU CENTRE,MAIRIE,454 RUE DU CENTRE,01300,,,Brens,01,82,1219
01063,Bibliohèque Municipale,,,rue,du château,Mairie,rue du château,01460,,,Brion,01,82,530
01065,Bibliotheque Municipale De Buellas,,,,,MAIRIE,10 rue de la mairie,01310,,,Buellas,01,82,1764
01068,Bibliotheque Municipale,,,,PLACE DE LA MAIRIE,,0 0 PLACE DE LA MAIRIE,01450,,,Cerdon,01,82,754
01069,Bibliotheque Municipale,,73,ALLEE,DU RIPPY,,73 Chemin du Rippy,01240,,,Certines,01,82,1489
01071,Bibliothèque Municipale De Cessy,,450,Rue,de la mairie,,450 Rue de la mairie,01170,,,Cessy,01,82,4305
01072,Bibliotheque Municipale,,,PLACE,JEAN MOULIN,HOTEL DE VILLE,PLACE JEAN MOULIN,01250,,,Ceyzériat,01,82,2917
01074,Bibliotheque Municipale,,,RUE DES FOSSES,,,RUE DES FOSSES,01320,,,Chalamont,01,82,2403
01078,Bibliotheque Municipale,,463,Rue de la Treille,,,463 Rue de la Treille,01630,,,Challex,01,82,1297
01079,MEDIATHEQUE DU VALROMEY,,3,PLACE,BRILLAT-SAVARIN,MAISON DE PAYS,3 PLACE BRILLAT-SAVARIN,01260,,BP 3,Champagne-en-Valromey,01,82,790
01081,"Bibliothèque ""le Champ Du Livre""",,564,route,des Burgondes,,564 rue des Burgondes,01410,,,Champfromier,01,82,694
01082,Bibliothèque Municipale de Chanay,,,Allée,Izernore,,Allée Izernore,01420,,,Chanay,01,82,639
01083,Bibliothèque de Chaneins,,,,,La Cure,,01990,,,Chaneins,01,82,829
01084,Bibliotheque Municipale,,,,,Mairie,,01400,,,Chanoz-Châtenay,01,82,718
01088,Bibliotheque Municipale De Charnoz Sur Ain,,,,,CHATEAU MESSIMY,,01800,,,Charnoz-sur-Ain,01,82,941
01089,Bibliotheque Municipale,,,,,MAIRIE,,01500,,,Château-Gaillard,01,82,1864
01091,Bibliothèque Municipale Le Coin Lecture,,654,Rue,Aimé Bonneville,,654 Rue Aimé Bonneville,01200,,,Châtillon-en-Michaille,01,82,3213
01092,Bibliotheque Municipale,,248,ROUTE,DE GEVRIEUX,,248 ROUTE DE GEVRIEUX,01320,,,Châtillon-la-Palud,01,82,1652
01093,Mediatheque Francois Edouard,FRANCOIS EDOUARD,36,RUE,ALPHONSE BAUDIN,,36 RUE ALPHONSE BAUDIN,01400,,,Châtillon-sur-Chalaronne,01,82,5150
01096,Bibliothèque Municipale,,55,RUE,DE LA MAIRIE,Mairie,55 rue de la Mairie,01660,,,Chaveyriat,01,82,968
01099,BIBLIOTHEQUE MUNICIPALE,,,PLACE,DU MOYEN-AGE,,PLACE DU MOYEN-AGE,01150,,,Chazey-sur-Ain,01,82,1561
01100,Bibliotheque Municipale,,,,RUE DE LA MAIRIE,,RUE DE LA MAIRIE,01510,,,Cheignieu-la-Balme,01,82,161
01102,Bibliotheque Municipale,,0,,,LE BOURG,,01190,,,Chevroux,01,82,952
01104,Bibliothèque Municipale,,,,,,,01410,,,Chézery-Forens,01,82,463
01105,Bibliothèque Municipale,,33,place,Ceretto Laziale,,33   place Ceretto Laziale,01390,,,Civrieux,01,82,1424
01106,Bibliotheque De Cize,,2,RUE,PRINCIPALE,MAIRIE DE CIZE,2 RUE PRINCIPALE,01250,,,Cize,01,82,174
01108,Bibliotheque Municipale,,,CHEMIN,DES ECOLIERS,,Chemin des Ecoliers,01270,,,Coligny,01,82,1181
01109,Bibliotheque Municipale,,60,,Grand' Rue,,60   GRAND' RUE,01550,,,Collonges,01,82,2012
01110,Colomieu,,,,,,,01300,,,Colomieu,01,82,114
01112,Bibliotheque Municipale,,44,ROUTE,DE LA COMBE DU VAL,MAIRIE DE CONDAMINE,44 ROUTE DE LA COMBE DU VAL,01430,,,Condamine,01,82,439
01113,Bibliotheque Communale,,117,route,de la Dombes,MAIRIE,117 route de la Dombes,01400,,,Condeissiat,01,82,781
01114,Bibliothèque Municipale,,,place,soeur Rosalie,Maison de retraite Soeur Rosalie,place soeur Rosalie,01200,,,Confort,01,82,556
01115,Bibliotheque Municipale,,22,ROUTE,DE CORNATON,,22 ROUTE DE CORNATON,01310,,,Confrançon,01,82,1221
01116,Bibliotheque Municipale,,,ROUTE,DES ALPES,,ROUTE DES ALPES,01300,,,Contrevoz,01,82,555
01118,Bibliothèque Municipale De Corbonod,,81,rue,de la poste,,81 rue DE LA  POSTE,01420,,,Corbonod,01,82,1212
01119,Bibliotheque De Corcelles,MAIRIE,200,RUE,PRINCIPALE,,RUE PRINCIPALE,01110,,,Corcelles,01,82,257
01123,"Association ""lecture Et Loisirs"" Bibliothèque Municipale.",,100,rue,du jet d'eau,,100 rue du jet d'eau,01290,,,Cormoranche-sur-Saône,01,82,1081
01124,Bibliotheque Municipale,,50,PLACE,DE L ECOLE,,50 PLACE DE L ECOLE,01560,,,Cormoz,01,82,652
01125,Bibliothèque Municipale,,187,,grande rue,,187   grande rue,01250,,,Corveissiat,01,82,629
01127,Bibliotheque Bernard Clavel,,2,RUE,DES VIGNES,MAIRIE DE COURMANGOUX,2 RUE DES VIGNES,01370,,,Courmangoux,01,82,514
01129,Bibliotheque De Crans,,,,LES RAGONIERES,MAIRIE,LES RAGONIERES,01320,,,Crans,01,82,275
01130,Bibliothèque,,20,PLACE,DU MARCHE,,20 PLACE DU MARCHE,01340,,,Cras-sur-Reyssouze,01,82,1323
01133,Bibliotheque Municipale,,,,,MAIRIE,,01350,,,Cressin-Rochefort,01,82,380
01134,Bibliotheque Municipale,,,,,ESPACE ARMAND VEILLE,,01290,,BP 44,Crottet,01,82,1772
01135,Bibliothèque Municipale De Crozet,,,,,salle des Mouilles,,01170,,,Crozet,01,82,1989
01136,Bibliotheque Minicipale,,PLACE,,DES COMBATTANTS POUR LA PAIX,95,95 Place Des combattants pour la Paix,01290,,,Cruzilles-lès-Mépillat,01,82,843
01138,Bibliothèque Municipale,,30,Avenue,Poncet,,30 Avenue Poncet,01350,,,Culoz,01,82,2978
01140,Bibliotheque De Curtafond,,,,,,,01310,,,Curtafond,01,82,722
01143,Mediatheque Correspondances,,181,AVENUE,DE LA PLAGE,L'ESPLANADE DU LAC,181 AVENUE DE LA PLAGE,01220,,,Divonne-les-Bains,01,82,8635
01144,Bibliotheque Municipale,,,,,LE BOURG,,01380,,,Dommartin,01,82,869
01145,Bibliothèque Municipale,,,IMPASSE,DES ECOLES,,IMPASSE DES ECOLES,01240,,,Dompierre-sur-Veyle,01,82,1245
01148,Bibliotheque Municipale De Dortan,,2,RUE,DES ECOLES,,2 RUE DES ECOLES,01590,,,Dortan,01,82,1994
01149,Bibliotheque Municipale De Douvres,,140,PLACE,DE LA BABILIERE,,PLACE DE LA BABILIERE,01500,,,Douvres,01,82,1017
01150,Bibliothèque Municipale De Drom,,,Place,Docteur Gaillard,Mairie,Place Docteur Gaillard,01250,,,Drom,01,82,213
01151,Bibliotheque De Druillat,,,PLACE,HENRI DUNANT,MAIRIE,PLACE HENRI DUNANT,01160,,,Druillat,01,82,1172
01152,Bibliothèque Du Foyer Rural,,,,,miribel,,01130,,,Échallon,01,82,799
01153,Bibliothèque Municipale,,89,rue,des Maures,,89 rue des Maures,01170,,,Échenevex,01,82,1798
01154,Bibliotheque Municipale,,16,RUE,DES CERISIERS,,16 RUE DES CERISIERS,01340,,,Étrez,01,82,819
01155,Bibliotheque Municipale,,,,,MAIRIE,,01230,,,Évosges,01,82,146
01157,Bibliotheque Municipale,,77,CHEMIN,DES MUSICIENS,,77 CHEMIN DES MUSICIENS,01480,,,Fareins,01,82,2220
01159,Bibliotheque Municipale,,2,PLACE,DE L'EUROPE,,2 PLACE DE L'EUROPE,01570,,,Feillens,01,82,3214
01163,Bibliotheque Municipale,,70,PLACE,DU CAROUGE,,70 PLACE DU CAROUGE,01340,,,Foissiat,01,82,1993
01166,Bibliothèque De Frans,,,rue,des Ecoles,,rue des écoles,01480,,,Frans,01,82,2020
01167,Bibliothèque Municipale,,56,Rue,du centre,,56 chemin du centre,01140,,,Garnerans,01,82,681
01170,Bibliothèque De Béard-Géovreissiat,,,Route,de Béard,Mairie,Route de Béard,01460,,,Béard-Géovreissiat,01,82,979
01173,Bibliotheque Municipale De Gex,MAIRIE DE GEX,81,rue,de Gex-la-ville,B.P. 407,81 rue de Gex-la-ville,01174,,,Gex,01,82,10711
01174,Bibliothèque De Giron,,,rue,de Giron-Devant,01130 Giron,rue de Giron-Devant,01130,,,Giron,01,82,173
01179,Bibliotheque Municipale,,36,Place,de l'église,,36 Place de l'Eglise,01290,,,Grièges,01,82,1968
01181,Bibliothèque Communale,,,Rue,Hippolyte Jobin,Parc de loisirs,Rue Hippolyte Jobin,01100,,,Groissiat,01,82,1190
01183,Bibliotheque Municipale,,,ROUTE,DE THOISSEY,,ROUTE DE THOISSEY,01090,,,Guéreins,01,82,1374
01185,Bibliotheque Municipale,CENTRE SOCIAL ET CULTUREL LES 7 LIEUX,,PLACE,DU DOCTEUR LE TACON,BP 57,PLACE DU DOCTEUR LE TACON,01110,,,Hauteville-Lompnes,01,82,4120
01187,Bibliothèque Municipale,,10,Rue,de la croix,,10 Rue de la croix,01260,,,Hotonnes,01,82,316
01189,Bibliotheque Municipale,,,,,MAIRIE,,01200,,,Injoux-Génissiat,01,82,1123
01190,Bibliotheque Municipale,,,,,MAIRIE,rue de la Mairie,01680,,,Innimond,01,82,118
01191,Bibliotheque,,,,GRANDE RUE,,GRANDE RUE,01430,,,Izenave,01,82,171
01192,Bibliotheque Municipale,,55,Rue,des écoles,,55 Rue des écoles,01580,,,Izernore,01,82,2368
01194,Médiathèque Simone Veil,,43,Avenue,Léon-Marie Fournet,,43 AVENUE LEON-MARIE FOURNET,01480,,,Jassans-Riottier,01,82,6156
01195,Bibliotheque De Jasseron,ENVIE DE LIRE,,RUE,JULIEN MANISSIER,,RUE JULIEN MANISSIER,01250,,,Jasseron,01,82,1668
01196,Bibliotheque Communale De Jayat,,88,place,de la mairie,MAIRIE,88 place de la mairie,01340,,,Jayat,01,82,1088
01197,Bibliotheque Municipale,,,PLACE,DE LA FONTAINE,,PLACE DE LA FONTAINE,01250,,,Journans,01,82,344
01199,Bibliotheque Municipale,,,,,HÔTEL DE VILLE,,01640,,,Jujurieux,01,82,2165
01200,Bibliotheque Municipale,,,,,MAIRIE DE LABALME,,01450,,,Labalme,01,82,205
01202,Bibliotheque De Lagnieu,ASCL BIBLIOTHEQUE,51,RUE,CENTRALE,,51 RUE CENTRALE,01150,,,Lagnieu,01,82,6954
01203,Bibliotheque Municipale,,87,RUE,DES ECOLES,,15 RUE DES ECOLES,01290,,,Laiz,01,82,1178
01205,Bibliothéque Municipale De Lancrans,,25,Grande rue,,Mairie,25 Grande rue,01200,,,Lancrans,01,82,1091
01206,Bibliotheque,,236,,LES MONTAINES,,236   LES MONTAINES,01430,,,Lantenay,01,82,268
01209,Bibliothèque De Léaz,,12,Rue,St Amand,,12 Rue St Amand,01200,,,Léaz,01,82,593
01210,Culture Pour Tous,,,,,La Cure,,01410,,,Lélex,01,82,229
01211,Bibliothèque Municipale,LENT,77,PLACE,DE LA MAIRIE,,77 PLACE DE LA MAIRIE,01240,,,Lent,01,82,1383
01212,Bibliotheque Municipale,,,,,LE BOURG,,01560,,,Lescheroux,01,82,693
01213,Bibliotheque Municipale De Leyment,,78,RUE,DE LA MAIRIE,,64 RUE de la guillotière,01150,,,Leyment,01,82,1281
01216,Bibliotheque Municipale,,,,,MAIRIE,10 PLACE DE LA MAIRIE,01680,,,Lhuis,01,82,887
01219,Bibliotheque Municipale De Lompnaz,MAIRIE,,,,LE VILLAGE,,01680,,,Lompnas,01,82,150
01224,Bibliotheque Municipale,PAUL MAYET,3,RUE,VERCHERES,MAIRIE,3 RUE VERCHERES,01360,,,Loyettes,01,82,2854
01228,Bibliothèque Municipale,,110,Route,de Peyriat,,110 Route de Peyriat,01430,,,Maillat,01,82,683
01229,Bibliotheque Municipale,MALAFRETAZ LECTURE,185,rue,du centre,MAIRIE,185 rue du centre,01340,,,Malafretaz,01,82,1034
01231,Bibliotheque Municipale,,01,RUE,DES GRANDS COURS,,01 RUE DES GRANDS COURS,01570,,,Manziat,01,82,1984
01232,Bibliotheque Municipale  De Marboz,,8,route,de Foissiat,,8 route de Foissiat,01851,,,Marboz,01,82,2233
01233,Bibliotheque Municipale,,,,,Mairie,,01680,,,Marchamp,01,82,127
01235,Bibliothèque Municipale,,1,PLACE,DE LA MAIRIE,,1 PLACE DE LA MAIRIE,01240,,,Marlieux,01,82,975
01236,"Bibliotheque ""les Amis Du Livre""",,,,,LE BOURG,,01340,,,Marsonnas,01,82,1036
01238,Bibliothèque De Massieux,,146,Place de l'Eglise,,Mairie de Massieux,146 Place de l'Eglise,01600,,,Massieux,01,82,2455
01241,Bibliotheque Municipale,,,,,LE CHATEAU,,01370,,,Meillonnas,01,82,1304
01243,Bibliothèque Municipale,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,01480,,,Messimy-sur-Saône,01,82,1229
01244,Bibliotheque Municipale,,,CLOS,THEVENIN,,CLOS THEVENIN,01800,,,Meximieux,01,82,7457
01245,Bibliotheque Municipale,,54,place de Bohas,BOHAS,,54 place de Bohas BOHAS,01250,,,Bohas-Meyriat-Rignat,01,82,860
01246,Bibliotheque Municipale,,,,,Place du Marché,PLACE DU MARCHÉ,01160,,,Mézériat,01,82,2125
01247,Bibliothèque Municipale,,,Rue,Dame Pernette,,Rue Dame Pernette,01410,,,Mijoux,01,82,395
01248,Médiathèque Mionnay,,,PLACE,ALAIN CHAPEL,MAIRIE,PLACE ALAIN CHAPEL,01390,,,Mionnay,01,82,2111
01250,Bibliothèque Municipale,,517,GRANDE RUE,,,517 GRANDE RUE,01600,,,Misérieux,01,82,1996
01252,Bibliothèque Municipale De Mogneneins-Peyzieux Sur Saône,,300,Montée Saint Vincent,,Le Bourg,300 Montée Saint Vincent,01140,,,Mogneneins,01,82,762
01254,Bibliotheque Municipale,ROUTE DU VILLAGE,,,,,,01250,,,Montagnat,01,82,1758
01255,Bibliotheque Municipale,MONTAGNIEU LECTURE,,Route,de Seillonnaz,,Route de Seillonnaz,01470,,,Montagnieu,01,82,531
01260,Bibliotheque Municipale,MAIRIE,,,,LE VILLAGE,,01800,,,Le Montellier,01,82,249
01261,Bibliotheque,,590,GRANDE RUE,,,590 GRANDE RUE,01390,,,Monthieux,01,82,652
01262,Bibliotheque Municipale Montluel,B.P.129,85,AVENUE,PIERRE CORMORECHE,,85 AVENUE PIERRE CORMORECHE,01120,CEDEX,BP 129,Montluel,01,82,7293
01263,Médiatheque De Montmerle Sur Saône,,,PLACE,DE LA MAIRIE,,PLACE DE LA MAIRIE,01090,,,Montmerle-sur-Saône,01,82,3880
01264,Bibliotheque Intercommunale Montracol Montcet Vandeins,,24,ROUTE,DE MONTCET,,24 ROUTE DE MONTCET,01310,,,Montracol,01,82,991
01265,Bibliothèque Municipale,,22,rue du Jura,,Complexe Clairmidi,22 rue du Jura,01460,,,Montréal-la-Cluse,01,82,3511
01266,Mediatheque de la CC de MONTREVEL-EN-BRESSE,,,CLOS,BOSONI,CENTRE CULTUREL,CLOS BOSONI,01340,,,Montrevel-en-Bresse,01,82,2437
01267,Bibliotheque De Nurieux-Volognat,,13,chemin,de la gare,,13 chemin de la gare,01460,,,Nurieux-Volognat,01,82,1073
01269,Mediatheque Municipale,,,AVENUE,DU DOCTEUR GREZEL,,32 Avenue Du Docteur Grézel,01130,,,Nantua,01,82,3806
01271,Mediatheque De Nattages,,665,ROUTE,DE L'ECOLE,MAIRIE,665 ROUTE DE L'ECOLE,01300,,,Nattages,01,82,588
01272,Bibliotheque  Municipale,,,PLACE,DE LA MAIRIE,MAIRIE,PLACE DE LA MAIRIE,01400,,,Neuville-les-Dames,01,82,1513
01273,Bibliotheque Municipale,,,,,MAIRIE,,01160,,,Neuville-sur-Ain,01,82,1634
01275,Bibliotheque De Neyron,,,PLACE,VICTOR BASCH,MAIRIE,PLACE VICTOR BASCH,01700,,,Neyron,01,82,2532
01279,Bibliothèque De Oncieu,,,,,,,,,,Oncieu,01,82,94
01280,Bibliotheque Municipale,,,,,MAIRIE,,01510,,,Ordonnaz,01,82,148
01282,Bibliotheque Municipale,,4,RUE,DE L'ARBEPIN,MAIRIE,4 RUE DE L'ARBEPIN,01430,,,Outriaz,01,82,260
01283,Médiathèque Municipale,Centre culturel Aragon,88,,Cours de Verdun,Place Georges Pompidou,88   Cours de Verdun,01100,,,Oyonnax,01,82,23072
01284,Bibliotheque Municipale,,10,PLACE,DE LA MAIRIE,,10 PLACE DE LA MAIRIE,01190,,,Ozan,01,82,642
01286,Bibliotheque Municipale,MAIRIE,67,ROUTE DE,SORBIER,,67 ROUTE DE SORBIER,01300,,,Parves,01,82,365
01288,"Bibliothèque Municipale ""a Livre Ouvert""",,,rue,du Mail,,482 ROUTE DE PERON,01630,,,Péron,01,82,2300
01291,Bibliotheque Municipale,,64,,Grande Rue,,64   Grande Rue,01540,,,Perrex,01,82,825
01292,Bibliothèque Municipale,,3,PLACE,DE LA MAIRIE,Chef-Lieu,3 PLACE DE LA MAIRIE,01260,,,Le Petit-Abergement,01,82,146
01293,Bibliotheque Municipale,,,RUE,DU VILLAGE,,RUE DU VILLAGE,01430,,,Peyriat,01,82,176
01294,Bibliotheque Municipale,,4,Place,de la Poste,PLACE DE LA POSTE,4 Place de la Poste,01300,,,Peyrieu,01,82,853
01297,Bibliothèque Municipale,,,Route de Bourg,,,Route de Bourg,01120,,,Pizay,01,82,798
01299,Bibliotheque Municipale Le Plantay,,,LE BOURG,,,LE BOURG,01330,,,Le Plantay,01,82,549
01301,Médiathèque Municipale,,41,ROUTE,DE MEZERIAT,,41 ROUTE DE MEZERIAT,01310,,,Polliat,01,82,2444
01303,Bibliotheque Anne De Chypre,,4,PLACE,Mercier,,4 PLACE Yves Mercier,01450,,,Poncin,01,82,1711
01304,Bibliotheque Municipale De Pont D'ain,,24,RUE,BERNARD LANGLOFF,,24 RUE BERNARD LANGLOFF,01160,,,Pont-d'Ain,01,82,2688
01305,Bibliotheque Municipale,,29,RUE,FRANCHE,,29 RUE FRANCHE,01190,,,Pont-de-Vaux,01,82,2269
01306,Bibliotheque Municipale,,2,rue,de la Verchère,,2 RUE DE LA VERCHERE,01290,,,Pont-de-Veyle,01,82,1699
01308,Bibliothèque De Pougny,,,rue,de la mairie,,,01550,,,Pougny,01,82,814
01313,Bibliotheque Municipale De Prevessin Moens,,,bat G,le prieuré,Le Prieuré,bat G Le Prieuré,01280,,,Prévessin-Moëns,01,82,7036
01320,Bibliotheque Municipale,,261,RUE,DE LA TOUR,,261 RUE DE LA TOUR,01750,,,Replonges,01,82,3668
01322,Bibliothèque Municipale De Reyrieux,,,rue,du collège,,rue du collège Le Galet,01600,,,Reyrieux,01,82,4328
01325,Point Lecture,,,PLACE,DE LA FONTAINE,MAIRIE,PLACE DE LA FONTAINE,01800,,,Rignieux-le-Franc,01,82,969
01333,Médiatheque Municipale,,39,place,Victor Hugo,,39 Place Victor Hugo,01390,,,Saint-André-de-Corcy,01,82,3032
01336,Bibliothèque Municipale,,342,route de la Mairie,,,342 route de la Mairie,01960,,,Saint-André-sur-Vieux-Jonc,01,82,1116
01337,Bibliotheque Municipale,,1,,MAIRIE PRAIRIE,,1   Mairie Prairie,01190,,,Saint-Bénigne,01,82,1216
01339,Bibliothèque Municipale De Saint-Bernard,,50,rue,de la Mairie,Espace chabrier,390 rue de la Saône,01600,,,Saint-Bernard,01,82,1428
01342,Bibliotheque,,,,,MAIRIE DE SAINTE-CROIX,,01120,,,Sainte-Croix,01,82,539
01343,Bibliotheque municipale Au Coin Du Livre,,80,PLACE,ST CYR,65 PLACE DE LA MAIRIE,80 PLACE ST CYR,01380,,,Saint-Cyr-sur-Menthon,01,82,1717
01344,Mediatheque Municipale L'odyssee,,120,RUE,DES ECOLES,MAIRIE,120 RUE DES ECOLES,01000,,,Saint-Denis-lès-Bourg,01,82,5667
01345,Bibliotheque Sandenienne,,,RUE,CHARCOT,,RUE CHARCOT,01500,,,Saint-Denis-en-Bugey,01,82,2189
01346,"Bibliotheque ""plaisir De Lire""",Saint Didier d'Aussiat / Saint Sulpice,10,ROUTE,DE MONTREVEL,,10 ROUTE DE MONTREVEL,01340,,,Saint-Didier-d'Aussiat,01,82,889
01347,Bibliotheque Municipale Marc Bloch,,100,rue,de la Mairie,,100 rue de la mairie,01600,,,Saint-Didier-de-Formans,01,82,1844
01348,Bibliotheque Municipale,,,place de la Culture,,,1 place de la Fontaine,01140,,,Saint-Didier-sur-Chalaronne,01,82,2845
01349,Bibliotheque De Saint-Eloi,,,,,MAIRIE,,01800,,,Saint-Éloi,01,82,426
01350,Mediatheque Municipale De La Fontaine,,19,RUE,DU REVERMONT,,19 RUE DU REVERMONT,01370,,,Saint-Étienne-du-Bois,01,82,2520
01351,Bibliotheque Municipale,,1,Place,des combattants,,1 Place des combattants,01140,,,Saint-Étienne-sur-Chalaronne,01,82,1519
01353,Bibliothèque Municipale,,305,rue,de la Mairie,,rue mairie DE LA MAIRIE,01600,,,Sainte-Euphémie,01,82,1562
01354,Mediatheque George Sand,,9,rue,de Gex,Espace George Sand,9 rue de Gex,01630,,,Saint-Genis-Pouilly,01,82,9367
01355,Bibliotheque Municipale,,,,,LE BOURG,,01380,,,Saint-Genis-sur-Menthon,01,82,438
01356,Bibliotheque Découvertes,,30,Route,de Châtillon,MAIRIE,,01400,,,Saint-Georges-sur-Renon,01,82,208
01357,"Bibliothèque Municipale ""au Fil Des Pages""",,102,RUE,CENTRALE,,RUE CENTRALE,01130,,,Saint-Germain-de-Joux,01,82,485
01358,Mairie,,27,PLACE,DE LA CURE,,27 PLACE DE LA CURE,01300,,,Saint-Germain-les-Paroisses,01,82,405
01360,Biliothèque Lecture Pour Tous,,27,Chemin,Pré Meunier,,27 Chemin Pré Meunier,01630,,,Saint-Jean-de-Gonville,01,82,1552
01361,Bibliotheque Municipale De Saint-Jean De Niost,,264,ROUTE,DE PORT GALLAND,MAIRIE DE SAINT-JEAN DE NIOST,264 ROUTE DE PORT GALLAND,01800,,,Saint-Jean-de-Niost,01,82,1469
01363,Bibliotheque Municipale,,49,Place de l'église,de l'église,,49 Place de l'église de l'église,01640,,,Saint-Jean-le-Vieux,01,82,1689
01364,Bibliotheque Municipale,,,,,LE BOURG,,01560,,,Saint-Jean-sur-Reyssouze,01,82,753
01365,Bibliotheque Municipale,,19,IMPASSE,DES BORDS DE VEYLE,,19 IMPASSE DES BORDS DE VEYLE,01290,,,Saint-Jean-sur-Veyle,01,82,1114
01366,BIBLIOTHEQUE DE SAINTE JULIE,,,RUE,DE LA SALLE DES FETES,,,01150,,,Sainte-Julie,01,82,924
01370,Bibliotheque Municipale,,259-267,RUE,DE LA LEVEE,,259-267 RUE DE LA LEVEE,01750,,,Saint-Laurent-sur-Saône,01,82,1776
01371,Médiathèque Saint Marcel,,,,,Le Clos Orcel,Le Clos Orcel,01390,,,Saint-Marcel,01,82,1224
01372,Bibliothèque De Saint-Martin-De-Bavel,,,,,,,,,,Saint-Martin-de-Bavel,01,82,448
01373,Bibliothèque Municipale,,,,Grande Rue,Mairie,Grande Rue,01430,,,Saint-Martin-du-Frêne,01,82,1137
01374,Bibliotheque Associative De St Martin Du Mont,,60,RUE,DE L'EGLISE,AU VILLAGE,60 RUE DE L'EGLISE,01160,,,Saint-Martin-du-Mont,01,82,1721
