Mairie gestionnaire;Type d'équipement;Désignation_longue;AP_num;AP_cnu;AP_cp;Ap_voie
MAIRIE DU  5E;Ecole maternelle & annexes;ECOLE MATERNELLE 242 RUE SAINT-JACQUES;242;;75005;RUE SAINT-JACQUES
MAIRIE DU  5E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 21 RUE PONTOISE;21;;75005;RUE DE PONTOISE
MAIRIE DU  5E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 24 RUE CARDINAL LEMOINE;24;;75005;RUE DU CARDINAL LEMOINE
MAIRIE DU  5E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 250 B RUE SAINT-JACQUES;250;B;75005;RUE SAINT-JACQUES
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA RUE DE BIEVRE;20;;75005;RUE DE BIEVRE
MAIRIE DU  5E;Promenade ouverte, mail planté, jardin, square;SQUARE SCIPION;23;;75005;RUE DU FER A MOULIN
MAIRIE DU  5E;Jardinet décoratif, plate-bande;JARDINET DE LA MAIRIE DU VEME;21;;75005;PLACE DU PANTHEON
MAIRIE DU  5E;Halte-garderie;HALTE-GARDERIE 5-7, RUE GEORGES DESPLAS;5;;75005;RUE GEORGES DESPLAS
MAIRIE DU  5E;Terrain d'éducation physique;TEP ARENES DE LUTECE;2;;75005;RUE DE NAVARRE
MAIRIE DU  6E;Ecole maternelle & annexes;ECOLE MATERNELLE 40 RUE MADAME;40;;75006;RUE MADAME
MAIRIE DU  6E;Ecole maternelle & annexes;ECOLE MATERNELLE 6 RUE LITTRE;6;;75006;RUE LITTRE
MAIRIE DU  6E;Maison des associations, locaux associatifs;CENTRE ANDRE MALRAUX (LOCAUX GÉRÉS PAR LES SERVICES DE LA MAIRIE DU 6ÈME);112;;75006;RUE DE RENNES
MAIRIE DU  6E;Promenade ouverte, mail planté, jardin, square;SQUARE FRANCIS POULENC;36;;75006;RUE DE CONDE
MAIRIE DU  6E;Promenade ouverte, mail planté, jardin, square;SQUARE GABRIEL PIERNE;5;;75006;RUE DE SEINE
MAIRIE DU  6E;Promenade ouverte, mail planté, jardin, square;SQUARE TARAS CHEVTCHENKO;51;b;75006;RUE DES SAINTS-PERES
MAIRIE DU  6E;Crèche collective;CRÈCHE COLLECTIVE 4, RUE LITTRÉ;4;;75006;RUE LITTRE
MAIRIE DU  6E;Equipements multi-accueil;CRÈCHE FAMILIALE (ANTENNE) 6 RUE FELIBIEN;6;;75006;RUE FELIBIEN
MAIRIE DU  7E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE AMELIE;164;;75007;RUE DE GRENELLE
MAIRIE DU  7E;Conservatoire;CONSERVATOIRE MUNICIPAL ERIK SATIE;135;B;75007;RUE DE L' UNIVERSITE
MAIRIE DU  7E;Ecole maternelle & annexes;ECOLE MATERNELLE 48 RUE VANEAU;48;;75007;RUE VANEAU
MAIRIE DU  7E;Ecole polyvalente;ECOLE POLYVALENTE 27 RUE LAS CASES;27;;75007;RUE LAS CASES
MAIRIE DU  7E;Promenade ouverte, mail planté, jardin, square;SQUARE ROGER STEPHANE;7;;75007;RUE RECAMIER
MAIRIE DU  7E;Gymnase;GYMNASE CAMOU;35;;75007;AVENUE DE LA BOURDONNAIS
MAIRIE DU  7E;Centre d'animation;ANNEXE BOURDONNAIS DU CENTRE DANIMATION SAINT-MICHEL;105;;75007;AVENUE DE LA BOURDONNAIS
MAIRIE DU  8E;Bibliothèque;BIBLIOTHEQUE MUNICIPALE COURCELLES;17;T;75008;AVENUE BEAUCOUR
MAIRIE DU  8E;Conservatoire;CONSERVATOIRE MUNICIPAL CAMILLE SAINT-SAENS;208;;75008;RUE DU FAUBOURG SAINT-HONORE
MAIRIE DU  8E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 4 RUE FLORENCE;4;;75008;RUE DE FLORENCE
MAIRIE DU  8E;Jardinet décoratif, plate-bande;JARDINET DU CHEVET SAINT PHILIPPE DU ROULE;4;;75008;AVENUE MYRON HERRICK
MAIRIE DU  8E;Jardinet décoratif, plate-bande;JARDINET DE LA PLACE DE LA REINE ASTRID;1;;75008;PLACE DE LA REINE ASTRID
MAIRIE DU  8E;Crèche collective;CRÈCHE COLLECTIVE 13 BIS, RUE DE MONCEAU;13;B;75008;RUE DE MONCEAU
MAIRIE DU  8E;Crèche collective;CRÈCHE COLLECTIVE 5, RUE MALEVILLE;5;;75008;RUE MALEVILLE
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 31 RUE GODEFROY CAVAIGNAC;31;;75011;RUE GODEFROY CAVAIGNAC
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 39 RUE SAINT-BERNARD;39;;75011;RUE SAINT-BERNARD
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 4 PAS BULLOURDE;4;;75011;PASSAGE BULLOURDE
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 5 IMP BALEINE;5;;75011;IMPASSE DE LA BALEINE
MAIRIE DU 11E;Ecole maternelle & annexes;ECOLE MATERNELLE 9 RUE POPINCOURT;9;;75011;RUE POPINCOURT
MAIRIE DU 11E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 13 RUE FROMENT;13;;75011;RUE FROMENT
MAIRIE DU 11E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 24 RUE SAINT-SEBASTIEN;24;;75011;RUE SAINT-SEBASTIEN
MAIRIE DU 11E;Mairie d'arrondissement;MAIRIE DU 11E ARRONDISSEMENT;12;;75011;PLACE LEON BLUM
MAIRIE DU 11E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS RUE DU GÉNÉRAL RENAULT;8;;75011;RUE DU GENERAL RENAULT
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA PLACE PASDELOUP;2;;75011;PLACE PASDELOUP
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE DES JARDINIERS;4;;75011;PASSAGE DUMAS
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE DES RUES MERCOEUR - BELFORT;9;;75011;RUE DE BELFORT
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE PIERRE JOSEPH REDOUTE;132;b;75011;RUE DE CHARONNE
MAIRIE DU 11E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE PIHET;2;;75011;RUE PIHET
MAIRIE DU 11E;Jardinet décoratif, plate-bande;JARDINET DE L'IL DU CANAL;87;;75011;BOULEVARD RICHARD LENOIR
MAIRIE DU 11E;Jardinet décoratif, plate-bande;PLATE-BANDE MARCHE POPINCOURT;112;;75011;BOULEVARD RICHARD LENOIR
MAIRIE DU 11E;Jardinet décoratif, plate-bande;JARDINET DU PASSAGE THIERE;5;;75011;PASSAGE THIERE
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 13 BIS, RUE POPINCOURT;13;B;75011;RUE POPINCOURT
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 19, RUE PELÉE;19;;75011;RUE PELEE
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 30 BIS, AVENUE PHILIPPE AUGUSTE;30;B;75011;AVENUE PHILIPPE-AUGUSTE
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 62, RUE SAINT SABIN;62;;75011;RUE SAINT-SABIN
MAIRIE DU 11E;Halte-garderie;HALTE-GARDERIE 13-15, RUE CHARRIÈRE  - ARTICLE 30;13;;75011;RUE CHARRIERE
MAIRIE DU 11E;Halte-garderie;HALTE-GARDERIE 3-11, PASSAGE BULLOURDE;3;;75011;PASSAGE BULLOURDE
MAIRIE DU 11E;Crèche familiale;CRÈCHE FAMILIALE 16, CITÉ BEAUHARNAIS;16;;75011;CITÉ BEAUHARNAIS
MAIRIE DU 11E;Terrain d'éducation physique;TEP 108 B AVENUE PHILIPPE-AUGUSTE;108;B;75011;AVENUE PHILIPPE-AUGUSTE
MAIRIE DU 11E;Terrain d'éducation physique;TEP 68 AVENUE PHILIPPE-AUGUSTE;68;;75011;AVENUE PHILIPPE-AUGUSTE
MAIRIE DU 11E;Terrain d'éducation physique;TEP CANDIE;11;;75011;RUE CANDIE
MAIRIE DU 11E;Terrain de boules;TERRAIN DE BOULES CHARRIERE;4;;75011;RUE CHARRIERE
MAIRIE DU 11E;Centre d'animation;CENTRE D'ANIMATION MERCOEUR;4;;75011;RUE MERCOEUR
MAIRIE DU 11E;Bain-douche;BAINS-DOUCHES MUNICIPAUX OBERKAMPF;42;;75011;RUE OBERKAMPF
MAIRIE DU 12E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE SAINT-ELOI;23;;75012;RUE DU COLONEL ROZANOFF
MAIRIE DU 12E;Conservatoire;CONSERVATOIRE MUNICIPAL PAUL DUKAS;45;;75012;RUE DE PICPUS
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 PL LACHAMBEAUDIE;2;;75012;PLACE LACHAMBEAUDIE
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 10 AV LAMORICIERE;10;;75012;AVENUE LAMORICIERE
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 40 BD DIDEROT;40;;75012;BOULEVARD DIDEROT
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 22 RUE GABRIEL LAME;22;;75012;RUE GABRIEL LAME
MAIRIE DU 12E;Ecole polyvalente;ECOLE POLYVALENTE 16 RUE MONTEMPOIVRE;16;;75012;RUE DE MONTEMPOIVRE
MAIRIE DU 12E;Ecole polyvalente;ECOLE POLYVALENTE GERTY ARCHIMEDE;5;;75012;RUE BARON LE ROY
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE LEO FERRE;5;;75012;IMPASSE DRUINOT
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA GARE DE REUILLY;6;;75012;RUE PAUL DUKAS
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;JARDIN DE REUILLY;1;;75012;RUE ALBINONI
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE GEORGES MELIES;3;;75012;RUE ALBERT MALET
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE VAN VOLLENHOVEN;5;;75012;RUE MARCEL DUBOIS
MAIRIE DU 12E;Jardinet décoratif, plate-bande;JARDINET DE LEGLISE SAINT-ELOI;3;;75012;PLACE MAURICE DE FONTENAY
MAIRIE DU 12E;Jardinet décoratif, plate-bande;JARDINET DE LA RUE PROUDHON;46;;75012;RUE PROUDHON
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE  11 BIS, RUE EDOUARD ROBERT;11;B;75012;RUE EDOUARD ROBERT
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 18, RUE GEORGES ET MAÏ POLITZER;18;;75012;RUE GEORGES ET MAØ POLITZER
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 8, PLACE DU BATAILLON DU PACIFIQUE 1ER ÉTAGE;8;;75012;PLACE DU BATAILLON DU PACIFIQUE
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 27, RUE DE POMMARD;27;;75012;RUE DE POMMARD
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 4, IMPASSE DRUINOT;4;;75012;IMPASSE DRUINOT
MAIRIE DU 12E;Halte-garderie;HALTE-GARDERIE 5, RUE PAUL DUKAS;5;;75012;RUE PAUL DUKAS
MAIRIE DU 12E;Aires de roller;ROLLER PARK BERCY;10;;75012;PLACE LEONARD BERNSTEIN
MAIRIE DU 12E;Piscine;PISCINE REUILLY;13;;75012;RUE ANTOINE-JULIEN HENARD
MAIRIE DU 12E;Bain-douche;BAINS-DOUCHES MUNICIPAUX AUDUBON;11;;75012;RUE AUDUBON
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 100 RUE DE LA GLACIERE;10;;75013;RUE SOEUR CATHERINE MARIE
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 11 RUE AUGUSTE PERRET;11;;75013;RUE AUGUSTE PERRET
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 16 RUE WURTZ;16;;75013;RUE WURTZ
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 20 RUE PATAY;20;;75013;RUE DE PATAY
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 28 AV STEPHEN PICHON;28;;75013;AVENUE STEPHEN PICHON
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 32 PL JEANNE D'ARC;32;;75013;PLACE JEANNE D'ARC
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 9 RUE FRANC-NOHAIN;9;;75013;RUE FRANC-NOHAIN
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 3 RUE EMILE LEVASSOR;3;;75013;RUE EMILE LEVASSOR
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 5 RUE DAMESME;5;;75013;RUE DAMESME
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 64 RUE DUNOIS;64;;75013;RUE DUNOIS
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 47 AV IVRY;47;;75013;AVENUE D' IVRY
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 13 RUE FAGON;13;;75013;RUE FAGON
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 13 RUE VULPIAN;13;;75013;RUE VULPIAN
MAIRIE DU 13E;Ecole polyvalente;ECOLE POLYVALENTE 8 RUE GEORGE BALANCHINE;8;;75013;RUE GEORGE BALANCHINE
MAIRIE DU 13E;Maison des associations, locaux associatifs;ESPACE DE QUARTIER AVENUE LEON BOLLEE;11;;75013;AVENUE LEON BOLLEE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDINET DE LA PLACE DITALIE EST;9;V;75013;PLACE D' ITALIE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DU MONUMENT AUX MERES FRANCAISES;21;;75013;BOULEVARD KELLERMANN
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN GEORGES DUHAMEL;5;;75013;RUE CHODERLOS DE LACLOS
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN OUDINE - DESSOUS DES BERGES;34;;75013;RUE DU DESSOUS DES BERGES
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE DE CHOISY;1;;75013;RUE GEORGE EASTMAN
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA PLACE DE L'ABBE GEORGES HENOCQUE;1;V;75013;PLACE DE L' ABBE GEORGES HENOCQUE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA PLACE D'ITALIE;4;V;75013;PLACE D' ITALIE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE DE L'AVENUE CAFFIERI;11;;75013;AVENUE CAFFIERI
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA PLACE DU DOCTEUR NAVARRE;2;V;75013;PLACE DU DOCTEUR NAVARRE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE RENE LE GALL;1;;75013;RUE EMILE DESLANDRES
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE ROBERT BAJAC;1;;75013;BOULEVARD KELLERMANN
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN PAUL NIZAN (ANC. TAGE-INDUSTRIE);9;;75013;RUE DE L' INDUSTRIE
MAIRIE DU 13E;Jardinet décoratif, plate-bande;JARDINET DU PARVIS DE LA MAIRIE DU XIIIEME;1;V;75013;PLACE D' ITALIE
MAIRIE DU 13E;Terre-plein, jardinière;JARDINIERE DE LA PLACE DE L'ESCADRILLE NORMANDIE-NIEMEN;1;;75013;PLACE DE L' ESCADRILLE NORMANDIE-NIEMEN
MAIRIE DU 13E;Terre-plein, jardinière;JARDINIERES DE L'ACCES STADIUM DALLE DES OLYMPIADES;64;;;AVENUE D'IVRY
MAIRIE DU 13E;Pigeonnier;PIGEONNIER DU SQUARE DE CHOISY;128;;75013;AVENUE DE CHOISY
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 10 RUE DE LA POINTE D'IVRY;10;;75013;RUE DE LA POINTE D'IVRY
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 10 RUE RICAUT;10;;75013;RUE RICAUT
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 21 AVENUE LÉON BOLLÉE;21;;75013;AVENUE LEON BOLLEE
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 21 RUE DES RECULETTES;21;;75013;RUE DES RECULETTES
MAIRIE DU 13E;Crèche collective;CRÈCHE  COLLECTIVE A 49 BOULEVARD MASSENA;49;;75013;BOULEVARD MASSENA
MAIRIE DU 13E;Jardin d'enfants OPAC;JARDIN D'ENFANTS OPAC 5, RUE DU DOCTEUR LANDOUZY;5;;75013;RUE DU DOCTEUR LANDOUZY
MAIRIE DU 13E;Jardin maternel;JARDIN MATERNEL 170 AV ITALIE;170;;75013;AVENUE D' ITALIE
MAIRIE DU 13E;Terrain d'éducation physique;TEP DUNOIS;59;;75013;RUE DUNOIS
MAIRIE DU 13E;Terrain d'éducation physique;TEP JENNER;47;;75013;RUE JENNER
MAIRIE DU 13E;Terrain de tennis;TENNIS CHARLES MOUREU;17;;75013;AVENUE EDISON
MAIRIE DU 13E;Aires de roller;SKATE-PARK;39;;;BOULEVARD VINCENT AURIOL
MAIRIE DU 13E;Equipements sportifs d'extérieur;TERRAIN DE BASKET VINCENT AURIOL;61;;75013;BOULEVARD VINCENT AURIOL
MAIRIE DU 13E;Gymnase;GYMNASE AUGUSTE BLANQUI;26;;75013;BOULEVARD AUGUSTE BLANQUI
MAIRIE DU 13E;Gymnase;GYMNASE CHATEAU DES RENTIERS;184;;75013;RUE DU CHATEAU DES RENTIERS
MAIRIE DU 13E;Gymnase;GYMNASE STADIUM 13;66;;75013;AVENUE D' IVRY
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;JARDIN JACQUES AUDIBERTI;9;;75017;RUE CINO DEL DUCA
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;PELOUSES DE LA PLACE DU GENERAL CATROUX;1;;75017;PLACE DU GENERAL CATROUX
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;SQUARE ALBERT BESNARD;9;V;75017;PLACE DU MARECHAL JUIN
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE BAYEN;57;;75017;RUE BAYEN
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;SQUARE DU CARDINAL PETIT DE JULLEVILLE;2;;75017;RUE GUSTAVE CHARPENTIER
MAIRIE DU 17E;Promenade ouverte, mail planté, jardin, square;SQUARE SAINTE-ODILE;1;;75017;BOULEVARD DE LA SOMME
MAIRIE DU 17E;Jardinet décoratif, plate-bande;JARDINET DE LA HALTE GARDERIE DE L'AVENUE BRUNETIERE;16;;75017;AVENUE BRUNETIERE
MAIRIE DU 17E;Crèche collective;CRÈCHE COLLECTIVE 35, RUE DAUTANCOURT;35;;75017;RUE DAUTANCOURT
MAIRIE DU 17E;Halte-garderie;HALTE-GARDERIE 6, RUE DU CAPORAL PEUGEOT;6;;75017;RUE DU CAPORAL PEUGEOT
MAIRIE DU 17E;Jardins d'enfants;JARDIN D'ENFANTS 28, RUE JACQUES KELLNER;28;;75017;RUE JACQUES KELLNER
MAIRIE DU 17E;Terrain d'éducation physique;TEP CLICHY LEMERCIER;108;Q;75017;RUE LEMERCIER
MAIRIE DU 17E;Terrain d'éducation physique;TEP COURCELLES;209;;75017;RUE DE COURCELLES
MAIRIE DU 17E;Terrain de tennis;TENNIS COURCELLES;209;;75017;RUE DE COURCELLES
MAIRIE DU 17E;Gymnase;GYMNASE FRAGONARD;10;;75017;RUE FRAGONARD
MAIRIE DU 17E;Gymnase;GYMNASE PIERRE REMOND;27;;75017;RUE MARGUERITE LONG
MAIRIE DU 17E;Antenne action jeunes information;ANTENNE JEUNES LES HAUTS DE MALESHERBES;27;;75017;RUE MARGUERITE LONG
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 1 RUE GUSTAVE ROUANET;1;;75018;RUE GUSTAVE ROUANET
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 RUE CHARLES HERMITE;2;;75018;RUE CHARLES HERMITE
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 52 RUE VAUVENARGUES;52;;75018;RUE VAUVENARGUES
MAIRIE DU 18E;Ecole maternelle & annexes;ECOLE MATERNELLE 6 RUE RUISSEAU;6;;75018;RUE DU RUISSEAU
MAIRIE DU 18E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 5 RUE TORCY;5;;75018;RUE DE TORCY
MAIRIE DU 18E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 61 RUE CLIGNANCOURT;61;;75018;RUE DE CLIGNANCOURT
MAIRIE DU 18E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 7 RUE DOUDEAUVILLE;7;;75018;RUE DOUDEAUVILLE
MAIRIE DU 18E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 60 RUE RENE BINET;60;;75018;RUE RENE BINET
MAIRIE DU 18E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 20 RUE HERMEL;20;;75018;RUE HERMEL
MAIRIE DU 18E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 29 RUE JOSEPH DE MAISTRE;29;;75018;RUE JOSEPH DE MAISTRE
MAIRIE DU 18E;Ecole polyvalente;ECOLE POLYVALENTE 142 RUE POISSONNIERS;142;;75018;RUE DES POISSONNIERS
MAIRIE DU 18E;Ecole polyvalente;ECOLE POLYVALENTE 49 BIS RUE GOUTTE D'OR;49;B;75018;RUE DE LA GOUTTE D'OR
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;JARDIN RACHMANINOV;16;;75018;RUE TRISTAN TZARA
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;PARC MARCEL BLEUSTEIN-BLANCHET DIT PARC DE LA TURLURE;1;;75018;RUE DE LA BONNE
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE CARPEAUX;23;;75018;RUE CARPEAUX
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE BURQ;14;;75018;RUE BURQ
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE CHARLES HERMITE;38;;75018;RUE CHARLES HERMITE
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE HENRI HUCHARD;25;;75018;RUE LOUIS PASTEUR VALLERY-RADOT
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE DU PASSAGE LEON;20;;75018;RUE DES GARDES
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE RAYMOND SOUPLEX;2;;75018;RUE MONTCALM
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE SAINT-BERNARD;4;;75018;RUE SAINT-BRUNO
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;SQUARE SUZANNE BUISSON;7;b;75018;RUE GIRARDON
MAIRIE DU 18E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA RUE DU SIMPLON (JARDIN D'ENFANTS);36;;75018;RUE DU SIMPLON
MAIRIE DU 18E;Jardinet décoratif, plate-bande;DECORATION DE LA PORTE DE LA CHAPELLE;;;75018;
MAIRIE DU 18E;Terre-plein, jardinière;JARDINIERE ANGLE DES RUE FRANCIS CARCO - STEPHENSON;64;;75018;RUE STEPHENSON
MAIRIE DU 18E;Terre-plein, jardinière;JARDINIERE DE LA PORTE DE SAINT-OUEN;2;V;75017;AVENUE DE LA PORTE DE SAINT-OUEN
MAIRIE DU 18E;Terre-plein, jardinière;JARDINIERES DE LA RUE DU POTEAU;61;;75018;RUE DU POTEAU
MAIRIE DU 18E;Terre-plein, jardinière;JARDINIERES DE LA RUE VAUVENARGUES;17;;75018;RUE VAUVENARGUES
MAIRIE DU 18E;Crèche collective;CRÈCHE COLLECTIVE 1, PLACE PIERRE MAC ORLAN;1;;75018;PLACE PIERRE MAC ORLAN
MAIRIE DU 18E;Crèche collective;CRÈCHE COLLECTIVE 12, RUE GEORGETTE AGUTTE;12;B;75018;RUE GEORGETTE AGUTTE
MAIRIE DU 18E;Crèche collective;CRÈCHE COLLECTIVE 2, RUE DES AMIRAUX;2;;75018;RUE DES AMIRAUX
MAIRIE DU 18E;Crèche collective;CRÈCHE COLLECTIVE 5-7, RUE CARPEAUX;5;;75018;RUE CARPEAUX
MAIRIE DU 18E;Crèche collective;CRÈCHE COLLECTIVE 8, PASSAGE GANNERON;8;;75018;PASSAGE GANNERON
MAIRIE DU 18E;Crèche collective;CRÈCHE COLLECTIVE 9, RUE AFFRE - ART 30;9;;75018;RUE AFFRE
MAIRIE DU 18E;Piscine;PISCINE MUNICIPALE HEBERT;2;;75018;RUE DES FILLETTES
MAIRIE DU 18E;Centre d'animation;CENTRE D'ANIMATION DES ABBESSES;10;;75018;PASSAGE DES ABBESSES
MAIRIE DU 19E;Ecole maternelle & annexes;ECOLE MATERNELLE 1 RUE PALESTINE;1;;75019;RUE DE PALESTINE
MAIRIE DU 19E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 COURS SEPTIEME ART;2;;75019;COURS DU SEPTIEME ART
MAIRIE DU 19E;Ecole maternelle & annexes;ECOLE MATERNELLE 29 RUE PREVOYANCE;29;;75019;RUE DE LA PREVOYANCE
MAIRIE DU 19E;Ecole maternelle & annexes;ECOLE MATERNELLE 9 RUE GENERAL BRUNET;9;;75019;RUE DU GENERAL BRUNET
MAIRIE DU 19E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 9 RUE JOMARD;9;;75019;RUE JOMARD
MAIRIE DU 19E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 119 AV SIMON BOLIVAR;119;;75019;AVENUE SIMON BOLIVAR
MAIRIE DU 19E;Ecole élémentaire & annexes;ÉCOLE ÉLÉMENTAIRE A 16 RUE EUGÉNIE COTTON;16;;75019;RUE EUGENIE COTTON
MAIRIE DU 19E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 16 RUE EUGÉNIE COTTON;16;;75019;RUE EUGENIE COTTON
MAIRIE DU 19E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 17 RUE TANGER;17;;75019;RUE DE TANGER
MAIRIE DU 19E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 4 RUE FESSART;4;;75019;RUE FESSART
MAIRIE DU 19E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA RUE COMPANS;39;;75019;RUE COMPANS
MAIRIE DU 19E;Promenade ouverte, mail planté, jardin, square;JARDIN REBEVAL - MARCEL ACHARD;5;;75019;RUE HECTOR GUIMARD
