Mairie gestionnaire;Type d'équipement;Désignation_longue;AP_num;AP_cnu;AP_cp;Ap_voie
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 38 RUE VANDREZANNE;38;;75013;RUE VANDREZANNE
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 33 PL JEANNE D'ARC;33;;75013;PLACE JEANNE D'ARC
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 5 RUE PROVIDENCE;5;;75013;RUE DE LA PROVIDENCE
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 8 RUE KUSS;8;;75013;RUE KUSS
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 11 RUE PIERRE GOURDAULT;11;;75013;RUE PIERRE GOURDAULT
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 140 RUE LEON-MAURICE NORDMANN;140;;75013;RUE LEON-MAURICE NORDMANN
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DES DEUX MOULINS;78;;75013;AVENUE EDISON
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN D'IMMEUBLES ROSNY AINE;1;;75013;RUE PAUL BOURGET
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN JAMES JOYCE;7;;75013;RUE GEORGE BALANCHINE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE JEAN DUNAND (ZAC BAUDRICOURT);1;;75013;RUE CHARLES BERTHEAU
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE HENRI ROUSSELLE;4;M;75013;RUE DE LA BUTTE AUX CAILLES
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN DE L'AVENUE DE FRANCE;25;;75013;RUE MARIE-ANDREE LAGROUA WEILL-HALLE
MAIRIE DU 13E;Crèche collective;CRÈCHE COLLECTIVE C1 35, RUE DU JAVELOT;35;;75013;RUE DU JAVELOT
MAIRIE DU 13E;Jardin maternel;JARDIN MATERNEL 7 PL ANDRE MASSON;7;;75013;PLACE ANDRE MASSON
MAIRIE DU 13E;Terrain de tennis;TENNIS DUNOIS;70;;75013;RUE DUNOIS
MAIRIE DU 13E;Stade;STADE CHARLES MOUREU;17;;75013;AVENUE EDISON
MAIRIE DU 13E;Gymnase;GYMNASE DUNOIS;70;;75013;RUE DUNOIS
MAIRIE DU 13E;Centre d'animation;CENTRE D'ANIMATION POTERNE DES PEUPLIERS;1;;75013;RUE GOUTHIERE
MAIRIE DU 13E;Centre d'animation;CENTRE D'ANIMATION MASSENA;12;;75013;RUE RENE GOSCINNY
MAIRIE DU 14E;Conservatoire;CONSERVATOIRE MUNICIPAL DARIUS MILHAUD;26;;75014;RUE MOUTON-DUVERNET
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 11 RUE JEAN DOLENT;11;;75014;RUE JEAN DOLENT
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 RUE MAURICE ROUVIER;2;;75014;RUE MAURICE ROUVIER
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 22 RUE ANTOINE CHANTIN;22;;75014;RUE ANTOINE CHANTIN
MAIRIE DU 11E;Crèche familiale;CRÈCHE FAMILIALE 56, RUE SAINT MAUR;56;;75011;RUE SAINT-MAUR
MAIRIE DU 11E;Gymnase;GYMNASE MUNICIPAL JAPY;2;;75011;RUE JAPY
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 167 RUE BERCY;167;;75012;RUE DE BERCY
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 42 AV DOCTEUR ARNOLD NETTER;42;;75012;AVENUE DU DOCTEUR ARNOLD NETTER
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 59 RUE REUILLY;59;;75012;RUE DE REUILLY
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 70 AV DAUMESNIL;70;;75012;AVENUE DAUMESNIL
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 52 RUE WATTIGNIES;52;;75012;RUE DE WATTIGNIES
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 48 RUE HIPPOLYTE MAINDRON;48;;75014;RUE HIPPOLYTE MAINDRON
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 3 RUE ALESIA;3;;75014;RUE D' ALESIA
MAIRIE DU 20E;Ecole maternelle & annexes;ECOLE MATERNELLE 39 RUE TOURTILLE;39;;75020;RUE DE TOURTILLE
MAIRIE DU 20E;Ecole maternelle & annexes;ECOLE MATERNELLE 4 RUE JOURDAIN;4;;75020;RUE DU JOURDAIN
MAIRIE DU 20E;Ecole maternelle & annexes;ECOLE MATERNELLE 9 RUE MOURAUD;9;;75020;RUE MOURAUD
MAIRIE DU 20E;Ecole maternelle & annexes;ECOLE MATERNELLE 91 RUE REUNION;91;;75020;RUE DE LA REUNION
MAIRIE DU 20E;Ecole maternelle & annexes;ECOLE MATERNELLE 99 RUE PELLEPORT;99;;75020;RUE PELLEPORT
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 3 PAS JOSSEAUME;3;;75020;PASSAGE JOSSEAUME
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 42 RUE MARE;42;;75020;RUE DE LA MARE
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 54 RUE PLANCHAT;54;;75020;RUE PLANCHAT
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 9 RUE TLEMCEN;9;;75020;RUE DE TLEMCEN
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 10 RUE LE VAU;10;;75020;RUE LE VAU
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 103 RUE AMANDIERS;103;;75020;RUE DES AMANDIERS
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 104 RUE BELLEVILLE;104;;75020;RUE DE BELLEVILLE
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 11 RUE PLAINE;11;;75020;RUE DE LA PLAINE
MAIRIE DU 20E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 15 RUE SORBIER;15;;75020;RUE SORBIER
MAIRIE DU 20E;Ecole polyvalente;ECOLE POLYVALENTE 32 RUE OLIVIER METRA;32;;75020;RUE OLIVIER METRA
MAIRIE DU 20E;Salle polyvalente (multi-usages);SALLE POLYVALENTE CARRE DE BAUDOUIN;121;;75020;RUE DE MENILMONTANT
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;JARDIN DES CENDRIERS (DIT DES AMANDIERS);26;;75020;RUE DURIS
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA RUE PALI-KAO;38;;75020;RUE DE PALI-KAO
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;JARDIN DE L'ANGLE DES RUES OLIVIER METRA ET PIXERECOURT;27;;75020;RUE PIXERECOURT
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;JARDIN RUE SERPOLLET BD DAVOUT;1;;75020;RUE SERPOLLET
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;SQUARE RUES BELLEVILLE - TELEGRAPHE;246;;75020;RUE DE BELLEVILLE
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA PLACE DE LA REUNION;64;V;75020;PLACE DE LA REUNION
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RUE LEON FRAPIE;5;;75020;RUE LEON FRAPIE
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;JARDIN PIXERECOURT;50;;75020;RUE PIXERECOURT
MAIRIE DU 20E;Promenade ouverte, mail planté, jardin, square;SQUARE REJANE;58;;75020;RUE DE LAGNY
MAIRIE DU 20E;Jardinet décoratif, plate-bande;JARDINET DE LA MJC DES AMANDIERS;106;;75020;RUE DES AMANDIERS
MAIRIE DU 20E;Crèche collective;CRÈCHE COLLECTIVE 124/130 BD DE MENILMONTANT;126;;75020;BOULEVARD DE MENILMONTANT
MAIRIE DU 20E;Crèche collective;CRÈCHE COLLECTIVE 14, RUE DE NOISY LE SEC;14;;75020;RUE DE NOISY LE SEC
MAIRIE DU 20E;Crèche collective;CRÈCHE COLLECTIVE 147-149, BOULEVARD DAVOUT;147;;75020;BOULEVARD DAVOUT
MAIRIE DU 20E;Crèche collective;CRÈCHE COLLECTIVE 7, IMPASSE MONPLAISIR;7;;75020;PASSAGE MONPLAISIR
MAIRIE DU 20E;Crèche collective;CRÈCHE COLLECTIVE 8, VILLA SAINT-FARGEAU;8;;75020;VILLA SAINT-FARGEAU
MAIRIE DU 20E;Crèche collective;CRECHE COLLECTIVE 25-27 RUE DES ORTEAUX;25;;;RUE DES ORTEAUX
MAIRIE DU 20E;Halte-garderie;HALTE-GARDERIE 3 BIS, CITÉ AUBRY;1;B;75020;CITÉ AUBRY
MAIRIE DU 20E;Halte-garderie;HALTE-GARDERIE 26, RUE DES BALKANS;26;;75020;RUE DES BALKANS
MAIRIE DU 20E;Halte-garderie;HALTE-GARDERIE 86 BIS, RUE DE LA MARE;88;;75020;RUE DE LA MARE
MAIRIE DU 20E;Terrain d'éducation physique;TEP DES AMANDIERS;19;;75020;RUE DES CENDRIERS
MAIRIE DU 20E;Aires sportives en accès libre;TEP LUQUET;2;;75020;RUE DU TRANSVAAL
MAIRIE DU 20E;Gymnase;GYMNASE BRETONNEAU;7;B;75020;RUE BRETONNEAU
MAIRIE DU 20E;Gymnase;GYMNASE DE LA BIDASSOA;25;;75020;RUE DE LA BIDASSOA
MAIRIE DU 20E;Gymnase;GYMNASE DES ORTEAUX;89;;75020;RUE DES ORTEAUX
MAIRIE DU 20E;Gymnase;GYMNASE LE VAU;36;;75020;RUE LE VAU
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE MAURICE GARDETTE;8;;75011;RUE DU GENERAL BLAISE
MAIRIE DU 11E;Promenade ouverte, mail planté, jardin, square;SQUARE SAINT-AMBROISE;71;W;75011;BOULEVARD VOLTAIRE
MAIRIE DU 11E;Jardinet décoratif, plate-bande;PLATE-BANDE MARCHE BASTILLE;2;;75011;BOULEVARD RICHARD LENOIR
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 65, RUE DE LA FOLIE RÉGNAULT;65;;75011;RUE DE LA FOLIE-REGNAULT
MAIRIE DU 11E;Crèche collective;CRÈCHE COLLECTIVE 81 BIS, RUE JEAN PIERRE TIMBAUD;81;B;75011;RUE JEAN-PIERRE TIMBAUD
MAIRIE DU 11E;Crèche collective;CRECHE COLLECTIVE CITE PROST 30 RUE CHANZY;30;;75011;RUE CHANZY
MAIRIE DU 11E;Crèche collective;CRECHE COLLECTIVE (MINI) 38 RUE SAINT-BERNARD;38;;75011;RUE SAINT-BERNARD
MAIRIE DU 11E;Terrain d'éducation physique;TEP EMILE LEPEU;34;;75011;RUE EMILE LEPEU
MAIRIE DU 11E;Terrain d'éducation physique;TEP BULLOURDE;2;;75011;PASSAGE BULLOURDE
MAIRIE DU 11E;Terrain de tennis;TENNIS CANDIE - SAINT-BERNARD;11;;75011;RUE DE CANDIE
MAIRIE DU 11E;Gymnase;GYMNASE DE LA COUR DES LIONS;9;;75011;RUE ALPHONSE BAUDIN
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 15 RUE ELISA LEMONNIER;15;;75012;RUE ELISA LEMONNIER
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 33 RUE POMMARD;33;;75012;RUE DE POMMARD
MAIRIE DU 12E;Ecole maternelle & annexes;ECOLE MATERNELLE 45 RUE PICPUS;45;;75012;RUE DE PICPUS
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 57 RUE REUILLY;57;;75012;RUE DE REUILLY
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 57 RUE REUILLY;57;;75012;RUE DE REUILLY
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 8 AV LAMORICIERE;8;;75012;AVENUE LAMORICIERE
MAIRIE DU 12E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 165 RUE BERCY;165;;75012;RUE DE BERCY
MAIRIE DU 12E;Salle polyvalente (multi-usages);ESPACE REUILLY;21;;75012;RUE ANTOINE-JULIEN HENARD
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA MAISON DES ASSOCIATIONS;181;;75012;AVENUE DAUMESNIL
MAIRIE DU 12E;Promenade ouverte, mail planté, jardin, square;SQUARE EMILE COHL;2;;75012;RUE JULES LEMAITRE
MAIRIE DU 12E;Jardinet décoratif, plate-bande;JARDINET DE LA PLACE SAINT-ESTEPHE;102;;75012;QUAI DE BERCY
MAIRIE DU 12E;Pigeonnier;PIGEONNIER DU SQUARE SAINT-ELOI;11;;;RUE DU COLONEL ROZANOFF
MAIRIE DU 12E;Crèche collective;CRECHE COLLECTIVE 16 B AVENUE DE SAINT-MANDÉ;16;;75012;AVENUE DE SAINT-MANDE
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 17, RUE LAMBLARDIE;17;;75012;RUE LAMBLARDIE
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 8, PLACE DU BATAILLON DU PACIFIQUE 2E ÉTAGE;8;;75012;PLACE DU BATAILLON DU PACIFIQUE
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 11, RUE VILLIOT;11;;75012;RUE VILLIOT
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 4, RUE MARIE LAURENCIN;4;;75012;RUE MARIE LAURENCIN
MAIRIE DU 12E;Crèche collective;CRÈCHE COLLECTIVE 7, RUE DE COTTE;7;;75012;RUE DE COTTE
MAIRIE DU 12E;Crèche collective;MINI CRÈCHE 4, RUE DE TOUL;4;B;75012;RUE DE TOUL
MAIRIE DU 12E;Halte-garderie;HALTE-GARDERIE 43, RUE DE PICPUS;43;;75012;RUE DE PICPUS
MAIRIE DU 12E;Jardin d'enfants OPAC;JARDIN D'ENFANTS OPAC 16, RUE EDOUARD ROBERT;16;;75012;RUE EDOUARD ROBERT
MAIRIE DU 12E;Terrain d'éducation physique;TEP PICPUS;56;;75012;RUE DE PICPUS
MAIRIE DU 12E;Centre d'animation;CENTRE D'ANIMATION MAURICE RAVEL;2;;75012;AVENUE MAURICE RAVEL
MAIRIE DU 12E;Centre d'animation;CENTRE D'ANIMATION SAINT-ELOI (ANTENNE ERARD);10;;75012;RUE ERARD
MAIRIE DU 12E;Centre d'animation;CENTRE D'ANIMATION STINVILLE MONTGALLET;5;;75012;PASSAGE STINVILLE
MAIRIE DU 12E;Centre d'animation;CENTRE D'ANIMATION VILLIOT RAPEE;36;;75012;QUAI DE LA RAPEE
MAIRIE DU 13E;Médiathèque;BIBLIOTHEQUE-DISCOTHEQUE MUNICIPALE GLACIERE;132;;75013;RUE DE LA GLACIERE
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 2 RUE PAUL GERVAIS;2;;75013;RUE PAUL GERVAIS
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 31 RUE CHATEAU DES RENTIERS;31;;75013;RUE DU CHATEAU DES RENTIERS
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 46 RUE JENNER;46;;75013;RUE JENNER
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 53 AV PORTE D'IVRY;53;;75013;AVENUE DE LA PORTE D'IVRY
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 70 RUE DUNOIS;70;;75013;RUE DUNOIS
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 87 RUE BRILLAT-SAVARIN;87;;75013;RUE BRILLAT-SAVARIN
MAIRIE DU 13E;Ecole maternelle & annexes;ECOLE MATERNELLE 90 BD VINCENT AURIOL;90;;75013;BOULEVARD VINCENT AURIOL
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 40 RUE JENNER;40;;75013;RUE JENNER
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 103 AV CHOISY;103;B;75013;AVENUE DE CHOISY
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 53 RUE BAUDRICOURT;53;;75013;RUE BAUDRICOURT
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE A 9 RUE FRANC-NOHAIN;9;;75013;RUE FRANC-NOHAIN
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 30 PL JEANNE D'ARC;30;;75013;PLACE JEANNE D'ARC
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE B 7 RUE PROVIDENCE;7;;75013;RUE DE LA PROVIDENCE
MAIRIE DU 13E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 100 RUE DE LA GLACIERE;10;;75013;RUE SOEUR CATHERINE MARIE
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN MICHELET;46;;75013;RUE BOUSSINGAULT
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN CYPRIAN KAMIL NORWID;46;;75013;RUE DES GRANDS MOULINS
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA RAFFINERIE SAY;147;;75013;BOULEVARD VINCENT AURIOL
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE SAMUEL BECKETT;47;;75013;RUE GANDON
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE GUSTAVE MESUREUR;105;;75013;RUE JEANNE D'ARC
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE HENRI CADIOU;69;;75013;BOULEVARD ARAGO
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;MAIL DE BIEVRE;107;;75013;BOULEVARD AUGUSTE BLANQUI
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;SQUARE PAUL GRIMAULT;22;;75013;RUE DE LA FONTAINE A MULARD
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DU 122 BOULEVARD DE L'HOPITAL;18;;75013;RUE WATTEAU
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DES GRANDS MOULINS - ABBE PIERRE - JARDIN CENTRAL;25;;75013;RUE THOMAS MANN
MAIRIE DU 13E;Promenade ouverte, mail planté, jardin, square;JARDIN DE LA PLACE SOUHAM;5;;75013;PLACE SOUHAM
MAIRIE DU 13E;Jardinet décoratif, plate-bande;JARDINETS DU BOULEVARD AUGUSTE BLANQUI;4;;75013;BOULEVARD AUGUSTE BLANQUI
MAIRIE DU 13E;Terre-plein, jardinière;DECORATION DE LA PLACE DE RUNGIS;2;;75013;PLACE DE RUNGIS
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 1 RUE BARRAULT;1;;75013;RUE BARRAULT
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 11 RUE CHODERLOS DE LACLOS;11;;75013;RUE CHODERLOS DE LACLOS
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 14 RUE MAX JACOB;14;;75013;RUE MAX JACOB
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 18 RUE DU MOULIN DE LA POINTE;18;;75013;RUE DU MOULIN DE LA POINTE
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE 66 RUE PASCAL;66;;75013;RUE PASCAL
MAIRIE DU 13E;Crèche collective;CRÈCHE COLLECTIVE B 49 BOULEVARD MASSENA - B;49;;75013;BOULEVARD MASSENA
MAIRIE DU 13E;Crèche collective;CRECHE COLLECTIVE FOYER MICHELET 235 RUE DE TOLBIAC;235;;75013;RUE DE TOLBIAC
MAIRIE DU 13E;Crèche collective;CRÈCHE COLLECTIVE FRANÇOISE DOLTO;1;;75013;RUE MARIE-LOUISE DUBREIL-JACOTIN
MAIRIE DU 13E;Jardins d'enfants;JARDIN D'ENFANTS 12-14, RUE MAX JACOB;12;;75013;RUE MAX JACOB
MAIRIE DU 13E;Equipements multi-accueil;MULTI-ACCUEIL 5, RUE DES FRIGOS - ZAC PRG LOT M1-F1;5;;75013;RUE DES FRIGOS
MAIRIE DU 13E;Jardin d'enfants OPAC;JARDIN D'ENFANTS OPAC 30, RUE PINEL;30;;75013;RUE PINEL
MAIRIE DU 13E;Crèche familiale;CRÈCHE FAMILIALE 134 BD MASSENA;134;;75013;BOULEVARD MASSENA
MAIRIE DU 13E;Crèche familiale;CRÈCHE FAMILIALE 33 RUE LONGUES RAIES;33;;75013;RUE DES LONGUES RAIES
MAIRIE DU 13E;Crèche familiale;CRÈCHE FAMILIALE 49 BD MASSENA;49;;75013;BOULEVARD MASSENA
MAIRIE DU 13E;Terrain d'éducation physique;TEP AUGUSTE BLANQUI;26;;75013;BOULEVARD AUGUSTE BLANQUI
MAIRIE DU 13E;Terrain d'éducation physique;TEP BOURNEVILLE;5;;75013;BOULEVARD KELLERMANN
MAIRIE DU 13E;Terrain d'éducation physique;TEP DOCTEUR LAURENT;12;;75013;RUE DU DOCTEUR LAURENT
MAIRIE DU 13E;Terrain d'éducation physique;TEP DU 121 RUE DE LA GLACIERE;121;;75013;RUE DE LA GLACIERE
MAIRIE DU 13E;Gymnase;GYMNASE CAILLAUX;3;;75013;RUE CAILLAUX
MAIRIE DU 13E;Salles de sports;SALLE D'ARTS MARTIAUX DUNOIS;61;;75013;RUE DUNOIS
MAIRIE DU 13E;Centre d'animation;CENTRE D'ANIMATION BAUDRICOURT;6;;75013;RUE SIMONE WEIL
MAIRIE DU 13E;Centre d'animation;CENTRE D'ANIMATION CHARLES RICHET;12;;75013;RUE DU DOCTEUR CHARLES RICHET
MAIRIE DU 13E;Centre d'animation;CENTRE D'ANIMATION DAVIEL;24;;75013;RUE DAVIEL
MAIRIE DU 13E;Antenne action jeunes information;ANTENNE JEUNES OLYMPIADES;32;;75013;RUE DU JAVELOT
MAIRIE DU 14E;Ecole maternelle & annexes;ECOLE MATERNELLE 34 RUE SARRETTE;34;;75014;RUE SARRETTE
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 7 AV MAURICE D'OCAGNE;7;;75014;AVENUE MAURICE D'OCAGNE
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 8 RUE MAURICE ROUVIER;8;;75014;RUE MAURICE ROUVIER
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 12 RUE ALESIA;12;;75014;RUE D' ALESIA
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 12 RUE SEVERO;12;;75014;RUE SEVERO
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 18 RUE JEAN ZAY;18;;75014;RUE JEAN ZAY
MAIRIE DU 14E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 20 RUE ANTOINE CHANTIN;20;;75014;RUE ANTOINE CHANTIN
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDIN DU CLOITRE;30;;75014;RUE GUILLEMINOT
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;JARDINETS DE L'AVENUE RENE COTY;18;V;75014;ALLÉE SAMUEL BECKETT
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE DE LA ZAC DIDOT;7;;75014;RUE SAINTE-LEONIE
MAIRIE DU 14E;Promenade ouverte, mail planté, jardin, square;SQUARE DE L'ABBE MIGNE;1;T;75014;PLACE DENFERT-ROCHEREAU
MAIRIE DU  7E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS 4 RUE AMELIE;4;;75007;RUE AMELIE
MAIRIE DU  7E;Jardinet décoratif, plate-bande;JARDINET DE L'EGLISE SAINT FRANCOIS XAVIER;34;b;75007;BOULEVARD DES INVALIDES
MAIRIE DU  7E;Crèche collective;CRÈCHE COLLECTIVE 1, RUE OUDINOT;1;;75007;RUE OUDINOT
MAIRIE DU  7E;Gymnase;GYMNASE CLER;6;;75007;RUE CLER
MAIRIE DU  7E;Salles de sports;SALLE DE SPORT DES INVALIDES;1;;75007;RUE PAUL ET JEAN LEROLLE
MAIRIE DU  7E;Bassin-école;BASSIN ECOLE CLER;6;;75007;RUE CLER
MAIRIE DU  8E;Ecole maternelle & annexes;ECOLE MATERNELLE 12 RUE BIENFAISANCE;12;;75008;RUE DE LA BIENFAISANCE
MAIRIE DU  8E;Ecole maternelle & annexes;ECOLE MATERNELLE 7 RUE MOSCOU;7;;75008;RUE DE MOSCOU
MAIRIE DU  8E;Ecole polyvalente;ECOLE POLYVALENTE 8 RUE ROBERT ESTIENNE;8;;75008;RUE ROBERT ESTIENNE
MAIRIE DU  8E;Maison des associations, locaux associatifs;MAISON DES ASSOCIATIONS RUE VERNET;23;;75008;RUE VERNET
MAIRIE DU  8E;Promenade ouverte, mail planté, jardin, square;SQUARE MARCEL PAGNOL;12;;75008;RUE DE LABORDE
MAIRIE DU  8E;Crèche collective;CRÈCHE COLLECTIVE 208, RUE DU FAUBOURG SAINT HONORÉ;208;;75008;RUE DU FAUBOURG SAINT-HONORE
MAIRIE DU  8E;Crèche collective;CRÈCHE COLLECTIVE 9, RUE DE LA PÉPINIÈRE - ART 30 OEUVRE CROIX ST SIMON;9;;75008;RUE DE LA PEPINIERE
MAIRIE DU  8E;Halte-garderie;HALTE-GARDERIE 11, RUE MALEVILLE;11;;75008;RUE MALEVILLE
MAIRIE DU  9E;Ecole maternelle & annexes;ECOLE MATERNELLE 11 RUE GRANGE BATELIERE;11;;75009;RUE DE LA GRANGE BATELIERE
MAIRIE DU  9E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 32 RUE BUFFAULT;32;;75009;RUE BUFFAULT
MAIRIE DU  9E;Ecole élémentaire & annexes;ECOLE ÉLÉMENTAIRE 5 RUE MILTON;5;;75009;RUE MILTON
MAIRIE DU  9E;Maison des associations, locaux associatifs;ESPACE ASSOCIATIF CHATEAUDUN;32;;;RUE DU CHATEAUDUN
MAIRIE DU  9E;Crèche collective;CRÈCHE COLLECTIVE 13, RUE TURGOT;13;;75009;RUE TURGOT
MAIRIE DU  9E;Crèche collective;CRÈCHE COLLECTIVE 18, RUE DE LA TOUR D'AUVERGNE;18;;75009;RUE DE LA TOUR D'AUVERGNE
MAIRIE DU  9E;Halte-garderie;HALTE-GARDERIE 11, RUE DROUOT;11;;75009;RUE DROUOT
MAIRIE DU  9E;Halte-garderie;HALTE-GARDERIE 15 TER, RUE DE LA TOUR D'AUVERGNE;15;T;75009;RUE DE LA TOUR D'AUVERGNE
MAIRIE DU  9E;Terrain d'éducation physique;TEP VALEYRE;24;B;75009;RUE DE ROCHECHOUART
