idZone,nameZone,idQuartier,piece,epoque,type,annee,ref,refmin,refmaj
6,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Non meublée,2015,31.3,21.9,37.6
7,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Non meublée,2015,31.3,21.9,37.6
7,Invalides,26,1 pièce,avant 1946,Non meublée,2015,31.3,21.9,37.6
7,Ecole-Militaire,27,1 pièce,avant 1946,Non meublée,2015,31.3,21.9,37.6
7,Gros-Caillou,28,1 pièce,avant 1946,Non meublée,2015,31.3,21.9,37.6
1,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
1,Palais-Royal,3,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
1,Place-Vendôme,4,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
2,Gaillon,5,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
4,Saint-Merri,13,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
4,Arsenal,15,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
4,Notre-Dame,16,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
6,Monnaie,21,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
6,Odeon,22,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
6,Saint-Germain-des-Près,24,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
8,Champs-Elysés,29,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
8,Faubourg-du-Roule,30,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
8,Madeleine,31,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
8,Chaussée d'Antin,34,1 pièce,avant 1946,Non meublée,2015,30.3,21.2,36.4
8,Europe,32,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
16,Muette,62,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
16,Porte-Dauphine,63,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
16,Chaillot,64,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
2,Vivienne,6,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Mail,7,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
2,Bonne-Nouvelle,8,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
3,Arts-et-Metiers,9,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
3,Enfants-Rouges,10,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
3,Archives,11,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Sainte-Avoie,12,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Saint-Gervais,14,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
5,Saint-Victor,17,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
5,Val-de-Grace,19,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
5,Sorbonne,20,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Halles,2,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
9,Saint-Georges,33,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
9,Faubourg-Montmartre,35,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
9,Rochechouart,36,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
10,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
10,Porte-Saint-Denis,38,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Croulebarbe,52,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
14,Montparnasse,53,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
15,Necker,58,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
17,Ternes,65,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
16,Plaine de Monceau,66,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
15,Grenelle,59,1 pièce,avant 1946,Non meublée,2015,26.4,18.5,31.7
15,Javel,60,1 pièce,avant 1946,Non meublée,2015,26.4,18.5,31.7
16,Auteuil,61,1 pièce,avant 1946,Non meublée,2015,26.4,18.5,31.7
15,Saint-Lambert,57,1 pièce,avant 1946,Non meublée,2015,25.9,18.1,31.1
12,Picpus,46,1 pièce,avant 1946,Non meublée,2015,25.2,17.6,30.2
18,Grandes-Carrières,69,1 pièce,avant 1946,Non meublée,2015,25.2,17.6,30.2
18,Clignancourt,70,1 pièce,avant 1946,Non meublée,2015,25.2,17.6,30.2
5,Jardin-des-Plantes,18,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
11,Saint-Ambroise,42,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
11,Sainte-Marguerite,44,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
13,Salpétrière,49,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
14,Petit-Montrouge,55,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
17,Batignolles,67,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
10,Porte-Saint-Martin,39,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
10,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Folie-Méricourt,41,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Roquette,43,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
12,Quinze-Vingts,48,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
14,Parc-de-Montsouris,54,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
17,Epinettes,68,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
18,Goutte-d'Or,71,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
20,Belleville,77,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
13,Maison-Blanche,51,1 pièce,avant 1946,Non meublée,2015,29.4,20.6,35.3
14,Plaisance,56,1 pièce,avant 1946,Non meublée,2015,29.4,20.6,35.3
13,Gare,50,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
18,La Chapelle,72,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
20,Villette,73,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
19,Pont-de-Flandre,74,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
19,Amérique,75,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
20,Saint-Fargeau,78,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
11,Charonne,80,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
12,Bel-Air,45,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
12,Bercy,47,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
19,Combat,76,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
20,Père-Lachaise,79,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
6,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
7,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
7,Invalides,26,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
7,Ecole-Militaire,27,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
7,Gros-Caillou,28,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
1,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
1,Palais-Royal,3,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
1,Place-Vendôme,4,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Gaillon,5,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
4,Saint-Merri,13,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
4,Arsenal,15,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
4,Notre-Dame,16,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
6,Monnaie,21,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
6,Odeon,22,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
6,Saint-Germain-des-Près,24,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
8,Champs-Elysés,29,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
8,Faubourg-du-Roule,30,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
8,Madeleine,31,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
8,Chaussée d'Antin,34,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
8,Europe,32,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
16,Muette,62,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
16,Porte-Dauphine,63,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
16,Chaillot,64,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
2,Vivienne,6,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Mail,7,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
2,Bonne-Nouvelle,8,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
3,Arts-et-Metiers,9,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
3,Enfants-Rouges,10,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
3,Archives,11,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Sainte-Avoie,12,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Saint-Gervais,14,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
5,Saint-Victor,17,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
5,Val-de-Grace,19,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
5,Sorbonne,20,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Halles,2,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
9,Saint-Georges,33,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
9,Faubourg-Montmartre,35,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
9,Rochechouart,36,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
10,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
10,Porte-Saint-Denis,38,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Croulebarbe,52,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
14,Montparnasse,53,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
15,Necker,58,1 pièce,avant 1946,Non meublée,2016,27.1,19.0,32.5
17,Ternes,65,1 pièce,avant 1946,Non meublée,2016,27.1,19.0,32.5
16,Plaine de Monceau,66,1 pièce,avant 1946,Non meublée,2016,27.1,19.0,32.5
15,Grenelle,59,1 pièce,avant 1946,Non meublée,2016,25.7,18.0,30.8
15,Javel,60,1 pièce,avant 1946,Non meublée,2016,25.7,18.0,30.8
16,Auteuil,61,1 pièce,avant 1946,Non meublée,2016,25.7,18.0,30.8
15,Saint-Lambert,57,1 pièce,avant 1946,Non meublée,2016,27.0,18.9,32.4
12,Picpus,46,1 pièce,avant 1946,Non meublée,2016,25.6,17.9,30.7
18,Grandes-Carrières,69,1 pièce,avant 1946,Non meublée,2016,25.6,17.9,30.7
18,Clignancourt,70,1 pièce,avant 1946,Non meublée,2016,25.6,17.9,30.7
5,Jardin-des-Plantes,18,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
11,Saint-Ambroise,42,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
11,Sainte-Marguerite,44,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
13,Salpétrière,49,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
14,Petit-Montrouge,55,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
17,Batignolles,67,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
10,Porte-Saint-Martin,39,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
10,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Folie-Méricourt,41,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Roquette,43,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
12,Quinze-Vingts,48,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
14,Parc-de-Montsouris,54,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
17,Epinettes,68,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
18,Goutte-d'Or,71,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
20,Belleville,77,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
13,Maison-Blanche,51,1 pièce,avant 1946,Non meublée,2016,29.4,20.6,35.3
14,Plaisance,56,1 pièce,avant 1946,Non meublée,2016,29.4,20.6,35.3
13,Gare,50,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
18,La Chapelle,72,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
20,Villette,73,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
19,Pont-de-Flandre,74,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
19,Amérique,75,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
20,Saint-Fargeau,78,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
11,Charonne,80,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
12,Bel-Air,45,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
12,Bercy,47,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
19,Combat,76,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
20,Père-Lachaise,79,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
6,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
7,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
7,Invalides,26,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
7,Ecole-Militaire,27,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
7,Gros-Caillou,28,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
1,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
1,Palais-Royal,3,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
1,Place-Vendôme,4,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Gaillon,5,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
4,Saint-Merri,13,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
4,Arsenal,15,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
4,Notre-Dame,16,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
6,Monnaie,21,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
6,Odeon,22,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
6,Saint-Germain-des-Près,24,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
8,Champs-Elysés,29,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
8,Faubourg-du-Roule,30,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
8,Madeleine,31,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
8,Chaussée d'Antin,34,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
8,Europe,32,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
16,Muette,62,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
16,Porte-Dauphine,63,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
16,Chaillot,64,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
2,Vivienne,6,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Mail,7,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
2,Bonne-Nouvelle,8,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
3,Arts-et-Metiers,9,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
3,Enfants-Rouges,10,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
3,Archives,11,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Sainte-Avoie,12,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Saint-Gervais,14,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
5,Saint-Victor,17,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
5,Val-de-Grace,19,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
5,Sorbonne,20,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Halles,2,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
9,Saint-Georges,33,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
9,Faubourg-Montmartre,35,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
9,Rochechouart,36,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
10,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
10,Porte-Saint-Denis,38,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Croulebarbe,52,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
14,Montparnasse,53,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
15,Necker,58,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
17,Ternes,65,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
16,Plaine de Monceau,66,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
15,Grenelle,59,1 pièce,avant 1946,Meublée,2015,29.3,20.5,35.2
15,Javel,60,1 pièce,avant 1946,Meublée,2015,29.3,20.5,35.2
16,Auteuil,61,1 pièce,avant 1946,Meublée,2015,29.3,20.5,35.2
15,Saint-Lambert,57,1 pièce,avant 1946,Meublée,2015,28.7,20.1,34.4
12,Picpus,46,1 pièce,avant 1946,Meublée,2015,28.0,19.6,33.6
18,Grandes-Carrières,69,1 pièce,avant 1946,Meublée,2015,28.0,19.6,33.6
18,Clignancourt,70,1 pièce,avant 1946,Meublée,2015,28.0,19.6,33.6
5,Jardin-des-Plantes,18,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
11,Saint-Ambroise,42,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
11,Sainte-Marguerite,44,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
13,Salpétrière,49,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
14,Petit-Montrouge,55,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
17,Batignolles,67,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
10,Porte-Saint-Martin,39,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
10,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Folie-Méricourt,41,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Roquette,43,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
12,Quinze-Vingts,48,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
14,Parc-de-Montsouris,54,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
17,Epinettes,68,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
18,Goutte-d'Or,71,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
20,Belleville,77,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
13,Maison-Blanche,51,1 pièce,avant 1946,Meublée,2015,32.6,22.8,39.1
14,Plaisance,56,1 pièce,avant 1946,Meublée,2015,32.6,22.8,39.1
13,Gare,50,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
18,La Chapelle,72,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
20,Villette,73,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
19,Pont-de-Flandre,74,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
19,Amérique,75,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
20,Saint-Fargeau,78,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
11,Charonne,80,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
12,Bel-Air,45,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
12,Bercy,47,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
19,Combat,76,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
20,Père-Lachaise,79,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
6,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
7,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
7,Invalides,26,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
7,Ecole-Militaire,27,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
7,Gros-Caillou,28,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
1,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
1,Palais-Royal,3,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
1,Place-Vendôme,4,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Gaillon,5,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
4,Saint-Merri,13,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
4,Arsenal,15,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
4,Notre-Dame,16,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
6,Monnaie,21,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
6,Odeon,22,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
6,Saint-Germain-des-Près,24,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
8,Champs-Elysés,29,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
8,Faubourg-du-Roule,30,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
8,Madeleine,31,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
8,Chaussée d'Antin,34,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
8,Europe,32,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
16,Muette,62,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
16,Porte-Dauphine,63,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
16,Chaillot,64,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
2,Vivienne,6,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Mail,7,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
2,Bonne-Nouvelle,8,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
3,Arts-et-Metiers,9,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
3,Enfants-Rouges,10,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
3,Archives,11,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Sainte-Avoie,12,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Saint-Gervais,14,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
5,Saint-Victor,17,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
5,Val-de-Grace,19,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
5,Sorbonne,20,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Halles,2,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
9,Saint-Georges,33,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
9,Faubourg-Montmartre,35,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
9,Rochechouart,36,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
10,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
10,Porte-Saint-Denis,38,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Croulebarbe,52,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
14,Montparnasse,53,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
15,Necker,58,1 pièce,avant 1946,Meublée,2016,30.4,21.3,36.5
17,Ternes,65,1 pièce,avant 1946,Meublée,2016,30.4,21.3,36.5
16,Plaine de Monceau,66,1 pièce,avant 1946,Meublée,2016,30.4,21.3,36.5
15,Grenelle,59,1 pièce,avant 1946,Meublée,2016,28.8,20.2,34.6
15,Javel,60,1 pièce,avant 1946,Meublée,2016,28.8,20.2,34.6
16,Auteuil,61,1 pièce,avant 1946,Meublée,2016,28.8,20.2,34.6
15,Saint-Lambert,57,1 pièce,avant 1946,Meublée,2016,30.2,21.1,36.2
12,Picpus,46,1 pièce,avant 1946,Meublée,2016,28.7,20.1,34.4
18,Grandes-Carrières,69,1 pièce,avant 1946,Meublée,2016,28.7,20.1,34.4
18,Clignancourt,70,1 pièce,avant 1946,Meublée,2016,28.7,20.1,34.4
5,Jardin-des-Plantes,18,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
11,Saint-Ambroise,42,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
11,Sainte-Marguerite,44,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
13,Salpétrière,49,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
14,Petit-Montrouge,55,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
17,Batignolles,67,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
10,Porte-Saint-Martin,39,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
10,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Folie-Méricourt,41,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Roquette,43,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
12,Quinze-Vingts,48,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
14,Parc-de-Montsouris,54,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
17,Epinettes,68,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
18,Goutte-d'Or,71,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
20,Belleville,77,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
13,Maison-Blanche,51,1 pièce,avant 1946,Meublée,2016,32.9,23.0,39.5
14,Plaisance,56,1 pièce,avant 1946,Meublée,2016,32.9,23.0,39.5
13,Gare,50,1 pièce,avant 1946,Meublée,2016,27.4,19.2,32.9
18,La Chapelle,72,1 pièce,avant 1946,Meublée,2016,27.4,19.2,32.9
20,Villette,73,1 pièce,avant 1946,Meublée,2016,27.4,19.2,32.9
