idZone,nameZone,idQuartier,piece,epoque,type,annee,ref,refmin,refmaj
1,Place-Vendôme,4,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
2,Gaillon,5,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
4,Saint-Merri,13,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
4,Arsenal,15,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
4,Notre-Dame,16,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
6,Monnaie,21,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
6,Odeon,22,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
6,Saint-Germain-des-Près,24,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
8,Champs-Elysés,29,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
8,Faubourg-du-Roule,30,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
8,Madeleine,31,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
8,Chaussée d'Antin,34,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
8,Europe,32,2 pièces,après 1990,Meublée,2016,27.3,19.1,32.8
16,Muette,62,2 pièces,après 1990,Meublée,2016,27.3,19.1,32.8
16,Porte-Dauphine,63,2 pièces,après 1990,Meublée,2016,27.3,19.1,32.8
16,Chaillot,64,2 pièces,après 1990,Meublée,2016,27.3,19.1,32.8
2,Vivienne,6,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
4,Mail,7,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
2,Bonne-Nouvelle,8,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
3,Arts-et-Metiers,9,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
3,Enfants-Rouges,10,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
3,Archives,11,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
4,Sainte-Avoie,12,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
4,Saint-Gervais,14,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
5,Saint-Victor,17,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
5,Val-de-Grace,19,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
5,Sorbonne,20,2 pièces,après 1990,Meublée,2016,28.4,19.9,34.1
4,Halles,2,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
9,Saint-Georges,33,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
9,Faubourg-Montmartre,35,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
9,Rochechouart,36,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
10,Saint-Vincent-de-Paul,37,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
10,Porte-Saint-Denis,38,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
5,Croulebarbe,52,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
14,Montparnasse,53,2 pièces,après 1990,Meublée,2016,27.2,19.0,32.6
15,Necker,58,2 pièces,après 1990,Meublée,2016,30.0,21.0,36.0
17,Ternes,65,2 pièces,après 1990,Meublée,2016,30.0,21.0,36.0
16,Plaine de Monceau,66,2 pièces,après 1990,Meublée,2016,30.0,21.0,36.0
15,Grenelle,59,2 pièces,après 1990,Meublée,2016,28.1,19.7,33.7
15,Javel,60,2 pièces,après 1990,Meublée,2016,28.1,19.7,33.7
16,Auteuil,61,2 pièces,après 1990,Meublée,2016,28.1,19.7,33.7
15,Saint-Lambert,57,2 pièces,après 1990,Meublée,2016,26.4,18.5,31.7
12,Picpus,46,2 pièces,après 1990,Meublée,2016,24.1,16.9,28.9
18,Grandes-Carrières,69,2 pièces,après 1990,Meublée,2016,24.1,16.9,28.9
18,Clignancourt,70,2 pièces,après 1990,Meublée,2016,24.1,16.9,28.9
5,Jardin-des-Plantes,18,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
11,Saint-Ambroise,42,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
11,Sainte-Marguerite,44,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
13,Salpétrière,49,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
14,Petit-Montrouge,55,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
17,Batignolles,67,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
10,Porte-Saint-Martin,39,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
10,Hôpital-Saint-Louis,40,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
11,Folie-Méricourt,41,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
11,Roquette,43,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
12,Quinze-Vingts,48,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
14,Parc-de-Montsouris,54,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
17,Epinettes,68,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
18,Goutte-d'Or,71,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
20,Belleville,77,2 pièces,après 1990,Meublée,2016,27.4,19.2,32.9
13,Maison-Blanche,51,2 pièces,après 1990,Meublée,2016,27.8,19.5,33.4
14,Plaisance,56,2 pièces,après 1990,Meublée,2016,27.8,19.5,33.4
13,Gare,50,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
18,La Chapelle,72,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
20,Villette,73,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
19,Pont-de-Flandre,74,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
19,Amérique,75,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
20,Saint-Fargeau,78,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
11,Charonne,80,2 pièces,après 1990,Meublée,2016,24.3,17.0,29.2
12,Bel-Air,45,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
12,Bercy,47,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
19,Combat,76,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
20,Père-Lachaise,79,2 pièces,après 1990,Meublée,2016,26.2,18.3,31.4
6,Notre-Dame-des-Champs,23,3 pièces,avant 1946,Non meublée,2015,26.4,18.5,31.7
7,Saint-Thomas-d'Aquin,25,3 pièces,avant 1946,Non meublée,2015,26.4,18.5,31.7
7,Invalides,26,3 pièces,avant 1946,Non meublée,2015,26.4,18.5,31.7
7,Ecole-Militaire,27,3 pièces,avant 1946,Non meublée,2015,26.4,18.5,31.7
7,Gros-Caillou,28,3 pièces,avant 1946,Non meublée,2015,26.4,18.5,31.7
1,St-Germain-l'Auxerrois,1,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
1,Palais-Royal,3,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
1,Place-Vendôme,4,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
2,Gaillon,5,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
4,Saint-Merri,13,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
4,Arsenal,15,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
4,Notre-Dame,16,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
6,Monnaie,21,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
6,Odeon,22,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
6,Saint-Germain-des-Près,24,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
8,Champs-Elysés,29,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
8,Faubourg-du-Roule,30,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
8,Madeleine,31,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
8,Chaussée d'Antin,34,3 pièces,avant 1946,Non meublée,2015,25.8,18.1,31.0
8,Europe,32,3 pièces,avant 1946,Non meublée,2015,24.2,16.9,29.0
16,Muette,62,3 pièces,avant 1946,Non meublée,2015,24.2,16.9,29.0
16,Porte-Dauphine,63,3 pièces,avant 1946,Non meublée,2015,24.2,16.9,29.0
16,Chaillot,64,3 pièces,avant 1946,Non meublée,2015,24.2,16.9,29.0
2,Vivienne,6,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
4,Mail,7,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
2,Bonne-Nouvelle,8,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
3,Arts-et-Metiers,9,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
3,Enfants-Rouges,10,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
3,Archives,11,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
4,Sainte-Avoie,12,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
4,Saint-Gervais,14,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
5,Saint-Victor,17,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
5,Val-de-Grace,19,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
5,Sorbonne,20,3 pièces,avant 1946,Non meublée,2015,24.1,16.9,28.9
4,Halles,2,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
9,Saint-Georges,33,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
9,Faubourg-Montmartre,35,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
9,Rochechouart,36,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
10,Saint-Vincent-de-Paul,37,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
10,Porte-Saint-Denis,38,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
5,Croulebarbe,52,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
14,Montparnasse,53,3 pièces,avant 1946,Non meublée,2015,22.1,15.5,26.5
15,Necker,58,3 pièces,avant 1946,Non meublée,2015,22.9,16.0,27.5
17,Ternes,65,3 pièces,avant 1946,Non meublée,2015,22.9,16.0,27.5
16,Plaine de Monceau,66,3 pièces,avant 1946,Non meublée,2015,22.9,16.0,27.5
15,Grenelle,59,3 pièces,avant 1946,Non meublée,2015,22.2,15.5,26.6
15,Javel,60,3 pièces,avant 1946,Non meublée,2015,22.2,15.5,26.6
16,Auteuil,61,3 pièces,avant 1946,Non meublée,2015,22.2,15.5,26.6
15,Saint-Lambert,57,3 pièces,avant 1946,Non meublée,2015,21.8,15.3,26.2
12,Picpus,46,3 pièces,avant 1946,Non meublée,2015,20.2,14.1,24.2
18,Grandes-Carrières,69,3 pièces,avant 1946,Non meublée,2015,20.2,14.1,24.2
18,Clignancourt,70,3 pièces,avant 1946,Non meublée,2015,20.2,14.1,24.2
5,Jardin-des-Plantes,18,3 pièces,avant 1946,Non meublée,2015,21.7,15.2,26.0
11,Saint-Ambroise,42,3 pièces,avant 1946,Non meublée,2015,21.7,15.2,26.0
11,Sainte-Marguerite,44,3 pièces,avant 1946,Non meublée,2015,21.7,15.2,26.0
13,Salpétrière,49,3 pièces,avant 1946,Non meublée,2015,21.7,15.2,26.0
14,Petit-Montrouge,55,3 pièces,avant 1946,Non meublée,2015,21.7,15.2,26.0
17,Batignolles,67,3 pièces,avant 1946,Non meublée,2015,21.7,15.2,26.0
10,Porte-Saint-Martin,39,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
10,Hôpital-Saint-Louis,40,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
11,Folie-Méricourt,41,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
11,Roquette,43,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
12,Quinze-Vingts,48,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
14,Parc-de-Montsouris,54,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
17,Epinettes,68,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
18,Goutte-d'Or,71,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
20,Belleville,77,3 pièces,avant 1946,Non meublée,2015,21.6,15.1,25.9
13,Maison-Blanche,51,3 pièces,avant 1946,Non meublée,2015,21.3,14.9,25.6
14,Plaisance,56,3 pièces,avant 1946,Non meublée,2015,21.3,14.9,25.6
13,Gare,50,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
18,La Chapelle,72,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
20,Villette,73,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
19,Pont-de-Flandre,74,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
19,Amérique,75,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
20,Saint-Fargeau,78,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
11,Charonne,80,3 pièces,avant 1946,Non meublée,2015,20.3,14.2,24.4
12,Bel-Air,45,3 pièces,avant 1946,Non meublée,2015,19.6,13.7,23.5
12,Bercy,47,3 pièces,avant 1946,Non meublée,2015,19.6,13.7,23.5
19,Combat,76,3 pièces,avant 1946,Non meublée,2015,19.6,13.7,23.5
20,Père-Lachaise,79,3 pièces,avant 1946,Non meublée,2015,19.6,13.7,23.5
6,Notre-Dame-des-Champs,23,3 pièces,avant 1946,Non meublée,2016,26.5,18.6,31.8
7,Saint-Thomas-d'Aquin,25,3 pièces,avant 1946,Non meublée,2016,26.5,18.6,31.8
7,Invalides,26,3 pièces,avant 1946,Non meublée,2016,26.5,18.6,31.8
7,Ecole-Militaire,27,3 pièces,avant 1946,Non meublée,2016,26.5,18.6,31.8
7,Gros-Caillou,28,3 pièces,avant 1946,Non meublée,2016,26.5,18.6,31.8
1,St-Germain-l'Auxerrois,1,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
1,Palais-Royal,3,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
1,Place-Vendôme,4,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
2,Gaillon,5,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
4,Saint-Merri,13,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
4,Arsenal,15,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
4,Notre-Dame,16,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
6,Monnaie,21,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
6,Odeon,22,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
6,Saint-Germain-des-Près,24,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
8,Champs-Elysés,29,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
8,Faubourg-du-Roule,30,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
8,Madeleine,31,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
8,Chaussée d'Antin,34,3 pièces,avant 1946,Non meublée,2016,25.2,17.6,30.2
8,Europe,32,3 pièces,avant 1946,Non meublée,2016,24.2,16.9,29.0
16,Muette,62,3 pièces,avant 1946,Non meublée,2016,24.2,16.9,29.0
16,Porte-Dauphine,63,3 pièces,avant 1946,Non meublée,2016,24.2,16.9,29.0
16,Chaillot,64,3 pièces,avant 1946,Non meublée,2016,24.2,16.9,29.0
2,Vivienne,6,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
4,Mail,7,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
2,Bonne-Nouvelle,8,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
3,Arts-et-Metiers,9,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
3,Enfants-Rouges,10,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
3,Archives,11,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
4,Sainte-Avoie,12,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
4,Saint-Gervais,14,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
5,Saint-Victor,17,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
5,Val-de-Grace,19,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
5,Sorbonne,20,3 pièces,avant 1946,Non meublée,2016,24.3,17.0,29.2
4,Halles,2,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
9,Saint-Georges,33,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
9,Faubourg-Montmartre,35,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
9,Rochechouart,36,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
10,Saint-Vincent-de-Paul,37,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
10,Porte-Saint-Denis,38,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
5,Croulebarbe,52,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
14,Montparnasse,53,3 pièces,avant 1946,Non meublée,2016,22.3,15.6,26.8
15,Necker,58,3 pièces,avant 1946,Non meublée,2016,23.1,16.2,27.7
17,Ternes,65,3 pièces,avant 1946,Non meublée,2016,23.1,16.2,27.7
16,Plaine de Monceau,66,3 pièces,avant 1946,Non meublée,2016,23.1,16.2,27.7
15,Grenelle,59,3 pièces,avant 1946,Non meublée,2016,21.9,15.3,26.3
15,Javel,60,3 pièces,avant 1946,Non meublée,2016,21.9,15.3,26.3
16,Auteuil,61,3 pièces,avant 1946,Non meublée,2016,21.9,15.3,26.3
15,Saint-Lambert,57,3 pièces,avant 1946,Non meublée,2016,21.9,15.3,26.3
12,Picpus,46,3 pièces,avant 1946,Non meublée,2016,20.3,14.2,24.4
18,Grandes-Carrières,69,3 pièces,avant 1946,Non meublée,2016,20.3,14.2,24.4
18,Clignancourt,70,3 pièces,avant 1946,Non meublée,2016,20.3,14.2,24.4
5,Jardin-des-Plantes,18,3 pièces,avant 1946,Non meublée,2016,21.7,15.2,26.0
11,Saint-Ambroise,42,3 pièces,avant 1946,Non meublée,2016,21.7,15.2,26.0
11,Sainte-Marguerite,44,3 pièces,avant 1946,Non meublée,2016,21.7,15.2,26.0
13,Salpétrière,49,3 pièces,avant 1946,Non meublée,2016,21.7,15.2,26.0
14,Petit-Montrouge,55,3 pièces,avant 1946,Non meublée,2016,21.7,15.2,26.0
17,Batignolles,67,3 pièces,avant 1946,Non meublée,2016,21.7,15.2,26.0
10,Porte-Saint-Martin,39,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
10,Hôpital-Saint-Louis,40,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
11,Folie-Méricourt,41,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
11,Roquette,43,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
12,Quinze-Vingts,48,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
14,Parc-de-Montsouris,54,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
17,Epinettes,68,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
18,Goutte-d'Or,71,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
20,Belleville,77,3 pièces,avant 1946,Non meublée,2016,22.0,15.4,26.4
13,Maison-Blanche,51,3 pièces,avant 1946,Non meublée,2016,21.4,15.0,25.7
14,Plaisance,56,3 pièces,avant 1946,Non meublée,2016,21.4,15.0,25.7
13,Gare,50,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
18,La Chapelle,72,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
20,Villette,73,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
19,Pont-de-Flandre,74,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
19,Amérique,75,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
20,Saint-Fargeau,78,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
11,Charonne,80,3 pièces,avant 1946,Non meublée,2016,20.4,14.3,24.5
12,Bel-Air,45,3 pièces,avant 1946,Non meublée,2016,19.2,13.4,23.0
12,Bercy,47,3 pièces,avant 1946,Non meublée,2016,19.2,13.4,23.0
19,Combat,76,3 pièces,avant 1946,Non meublée,2016,19.2,13.4,23.0
20,Père-Lachaise,79,3 pièces,avant 1946,Non meublée,2016,19.2,13.4,23.0
6,Notre-Dame-des-Champs,23,3 pièces,avant 1946,Meublée,2015,29.3,20.5,35.2
7,Saint-Thomas-d'Aquin,25,3 pièces,avant 1946,Meublée,2015,29.3,20.5,35.2
7,Invalides,26,3 pièces,avant 1946,Meublée,2015,29.3,20.5,35.2
7,Ecole-Militaire,27,3 pièces,avant 1946,Meublée,2015,29.3,20.5,35.2
7,Gros-Caillou,28,3 pièces,avant 1946,Meublée,2015,29.3,20.5,35.2
1,St-Germain-l'Auxerrois,1,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
1,Palais-Royal,3,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
1,Place-Vendôme,4,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
2,Gaillon,5,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
4,Saint-Merri,13,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
4,Arsenal,15,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
4,Notre-Dame,16,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
6,Monnaie,21,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
6,Odeon,22,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
6,Saint-Germain-des-Près,24,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
8,Champs-Elysés,29,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
8,Faubourg-du-Roule,30,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
8,Madeleine,31,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
8,Chaussée d'Antin,34,3 pièces,avant 1946,Meublée,2015,28.6,20.0,34.3
8,Europe,32,3 pièces,avant 1946,Meublée,2015,26.9,18.8,32.3
16,Muette,62,3 pièces,avant 1946,Meublée,2015,26.9,18.8,32.3
16,Porte-Dauphine,63,3 pièces,avant 1946,Meublée,2015,26.9,18.8,32.3
16,Chaillot,64,3 pièces,avant 1946,Meublée,2015,26.9,18.8,32.3
2,Vivienne,6,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
4,Mail,7,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
2,Bonne-Nouvelle,8,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
3,Arts-et-Metiers,9,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
3,Enfants-Rouges,10,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
3,Archives,11,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
4,Sainte-Avoie,12,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
4,Saint-Gervais,14,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
5,Saint-Victor,17,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
5,Val-de-Grace,19,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
5,Sorbonne,20,3 pièces,avant 1946,Meublée,2015,26.8,18.8,32.2
4,Halles,2,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
9,Saint-Georges,33,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
9,Faubourg-Montmartre,35,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
9,Rochechouart,36,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
10,Saint-Vincent-de-Paul,37,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
10,Porte-Saint-Denis,38,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
5,Croulebarbe,52,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
14,Montparnasse,53,3 pièces,avant 1946,Meublée,2015,24.5,17.1,29.4
15,Necker,58,3 pièces,avant 1946,Meublée,2015,25.4,17.8,30.5
17,Ternes,65,3 pièces,avant 1946,Meublée,2015,25.4,17.8,30.5
16,Plaine de Monceau,66,3 pièces,avant 1946,Meublée,2015,25.4,17.8,30.5
15,Grenelle,59,3 pièces,avant 1946,Meublée,2015,24.6,17.2,29.5
15,Javel,60,3 pièces,avant 1946,Meublée,2015,24.6,17.2,29.5
16,Auteuil,61,3 pièces,avant 1946,Meublée,2015,24.6,17.2,29.5
15,Saint-Lambert,57,3 pièces,avant 1946,Meublée,2015,24.2,16.9,29.0
12,Picpus,46,3 pièces,avant 1946,Meublée,2015,22.4,15.7,26.9
18,Grandes-Carrières,69,3 pièces,avant 1946,Meublée,2015,22.4,15.7,26.9
18,Clignancourt,70,3 pièces,avant 1946,Meublée,2015,22.4,15.7,26.9
5,Jardin-des-Plantes,18,3 pièces,avant 1946,Meublée,2015,24.1,16.9,28.9
11,Saint-Ambroise,42,3 pièces,avant 1946,Meublée,2015,24.1,16.9,28.9
11,Sainte-Marguerite,44,3 pièces,avant 1946,Meublée,2015,24.1,16.9,28.9
13,Salpétrière,49,3 pièces,avant 1946,Meublée,2015,24.1,16.9,28.9
14,Petit-Montrouge,55,3 pièces,avant 1946,Meublée,2015,24.1,16.9,28.9
17,Batignolles,67,3 pièces,avant 1946,Meublée,2015,24.1,16.9,28.9
10,Porte-Saint-Martin,39,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
10,Hôpital-Saint-Louis,40,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
11,Folie-Méricourt,41,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
11,Roquette,43,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
12,Quinze-Vingts,48,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
14,Parc-de-Montsouris,54,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
17,Epinettes,68,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
18,Goutte-d'Or,71,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
20,Belleville,77,3 pièces,avant 1946,Meublée,2015,24.0,16.8,28.8
13,Maison-Blanche,51,3 pièces,avant 1946,Meublée,2015,23.6,16.5,28.3
14,Plaisance,56,3 pièces,avant 1946,Meublée,2015,23.6,16.5,28.3
13,Gare,50,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
18,La Chapelle,72,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
20,Villette,73,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
19,Pont-de-Flandre,74,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
19,Amérique,75,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
20,Saint-Fargeau,78,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
11,Charonne,80,3 pièces,avant 1946,Meublée,2015,22.5,15.8,27.0
12,Bel-Air,45,3 pièces,avant 1946,Meublée,2015,21.8,15.3,26.2
12,Bercy,47,3 pièces,avant 1946,Meublée,2015,21.8,15.3,26.2
19,Combat,76,3 pièces,avant 1946,Meublée,2015,21.8,15.3,26.2
20,Père-Lachaise,79,3 pièces,avant 1946,Meublée,2015,21.8,15.3,26.2
6,Notre-Dame-des-Champs,23,3 pièces,avant 1946,Meublée,2016,29.7,20.8,35.6
